rh.aparc.volume	rh_bankssts_volume	rh_caudalanteriorcingulate_volume	rh_caudalmiddlefrontal_volume	rh_cuneus_volume	rh_entorhinal_volume	rh_fusiform_volume	rh_inferiorparietal_volume	rh_inferiortemporal_volume	rh_isthmuscingulate_volume	rh_lateraloccipital_volume	rh_lateralorbitofrontal_volume	rh_lingual_volume	rh_medialorbitofrontal_volume	rh_middletemporal_volume	rh_parahippocampal_volume	rh_paracentral_volume	rh_parsopercularis_volume	rh_parsorbitalis_volume	rh_parstriangularis_volume	rh_pericalcarine_volume	rh_postcentral_volume	rh_posteriorcingulate_volume	rh_precentral_volume	rh_precuneus_volume	rh_rostralanteriorcingulate_volume	rh_rostralmiddlefrontal_volume	rh_superiorfrontal_volume	rh_superiorparietal_volume	rh_superiortemporal_volume	rh_supramarginal_volume	rh_frontalpole_volume	rh_temporalpole_volume	rh_transversetemporal_volume	rh_insula_volume	BrainSegVolNotVent	eTIV
sub-3_ses-16_T1w	2425.0	2499.0	7804.0	3401.0	2900.0	11040.0	14800.0	12328.0	2094.0	10837.0	7990.0	7100.0	6542.0	11300.0	1951.0	3575.0	3584.0	3335.0	3364.0	1946.0	10583.0	2322.0	12878.0	8661.0	2380.0	19077.0	25599.0	9378.0	11749.0	8849.0	1571.0	2856.0	857.0	6148.0	1146480.0	1557581.512763
sub-3_ses-17_T1w	2462.0	2424.0	7385.0	3441.0	2377.0	10678.0	14469.0	12403.0	1988.0	11025.0	7736.0	6986.0	6571.0	11749.0	1990.0	3375.0	3637.0	3488.0	3680.0	1868.0	10422.0	2436.0	12609.0	8921.0	2501.0	19602.0	25962.0	9571.0	11711.0	8727.0	1757.0	3200.0	879.0	6634.0	1150153.0	1566287.287992
sub-3_ses-18_T1w	2352.0	2496.0	7490.0	3197.0	2247.0	11110.0	14991.0	12517.0	1957.0	10525.0	7329.0	7052.0	6590.0	11401.0	1884.0	3354.0	3480.0	3353.0	3852.0	1994.0	10619.0	2672.0	12488.0	8821.0	2478.0	20446.0	25857.0	9482.0	11987.0	8817.0	1541.0	3358.0	802.0	6650.0	1150172.0	1559468.599437
sub-3_ses-19_T1w	2409.0	2478.0	6572.0	3293.0	2171.0	10864.0	15513.0	12080.0	2007.0	10492.0	8083.0	6803.0	6437.0	11611.0	1954.0	4341.0	3691.0	3489.0	3198.0	1877.0	9334.0	2748.0	17356.0	8716.0	2218.0	18721.0	21676.0	9358.0	11812.0	8344.0	1507.0	3216.0	866.0	6035.0	1137924.0	1561238.395628
sub-3_ses-20_T1w	2391.0	2342.0	5118.0	3265.0	2761.0	11379.0	17513.0	12578.0	2109.0	11101.0	8168.0	6994.0	6685.0	11832.0	2017.0	4191.0	3474.0	3240.0	3271.0	1949.0	8698.0	2483.0	11767.0	8965.0	2316.0	18342.0	20540.0	14108.0	11830.0	11874.0	1361.0	2960.0	879.0	6123.0	1145430.0	1558023.593065
sub-3_ses-21_T1w	2403.0	2441.0	5039.0	3290.0	3087.0	11238.0	17318.0	12795.0	2048.0	10853.0	7766.0	7004.0	6565.0	11789.0	1880.0	4329.0	3451.0	3324.0	3425.0	1918.0	8470.0	2567.0	11435.0	8817.0	2287.0	18530.0	20583.0	13861.0	12712.0	11630.0	1439.0	2337.0	830.0	6361.0	1150130.0	1555962.498274
sub-3_ses-22_T1w	2471.0	2527.0	6545.0	3194.0	2445.0	10807.0	15365.0	12159.0	2009.0	10483.0	7684.0	6931.0	6410.0	11439.0	1926.0	3763.0	3518.0	3398.0	3158.0	1980.0	9386.0	2699.0	17696.0	8601.0	2278.0	17407.0	21332.0	9843.0	11496.0	8502.0	1388.0	3219.0	863.0	6129.0	1143960.0	1553961.373657
sub-3_ses-23_T1w	2273.0	2423.0	7733.0	3166.0	2547.0	10947.0	15090.0	12196.0	1906.0	10570.0	7962.0	6861.0	6221.0	11403.0	1917.0	3653.0	3395.0	3278.0	3169.0	1983.0	9766.0	2445.0	12933.0	8668.0	2303.0	18343.0	24625.0	9195.0	11574.0	8642.0	1461.0	3201.0	964.0	6104.0	1145418.0	1548673.25921
sub-3_ses-24_T1w	2374.0	2530.0	4965.0	3465.0	2358.0	10695.0	17596.0	12714.0	2031.0	10997.0	8243.0	7244.0	6225.0	11791.0	1876.0	4604.0	3433.0	3239.0	3659.0	2030.0	8915.0	2604.0	12065.0	9108.0	2296.0	18578.0	21257.0	14203.0	12555.0	11807.0	1422.0	2876.0	828.0	6048.0	1138196.0	1549056.699551
sub-3_ses-25_T1w	2371.0	2459.0	6540.0	3279.0	2899.0	10569.0	15389.0	12025.0	1970.0	10701.0	7792.0	7429.0	6031.0	11183.0	1949.0	4367.0	3531.0	3231.0	3306.0	2121.0	9552.0	2398.0	18520.0	8918.0	2286.0	17667.0	20998.0	9591.0	11553.0	8611.0	1488.0	2811.0	841.0	6658.0	1132580.0	1558454.777582
