lh.aparc.DKTatlas.volume	lh_caudalanteriorcingulate_volume	lh_caudalmiddlefrontal_volume	lh_cuneus_volume	lh_entorhinal_volume	lh_fusiform_volume	lh_inferiorparietal_volume	lh_inferiortemporal_volume	lh_isthmuscingulate_volume	lh_lateraloccipital_volume	lh_lateralorbitofrontal_volume	lh_lingual_volume	lh_medialorbitofrontal_volume	lh_middletemporal_volume	lh_parahippocampal_volume	lh_paracentral_volume	lh_parsopercularis_volume	lh_parsorbitalis_volume	lh_parstriangularis_volume	lh_pericalcarine_volume	lh_postcentral_volume	lh_posteriorcingulate_volume	lh_precentral_volume	lh_precuneus_volume	lh_rostralanteriorcingulate_volume	lh_rostralmiddlefrontal_volume	lh_superiorfrontal_volume	lh_superiorparietal_volume	lh_superiortemporal_volume	lh_supramarginal_volume	lh_transversetemporal_volume	lh_insula_volume	BrainSegVolNotVent	eTIV
sub-3_ses-16_T1w	3718.0	7182.0	4028.0	1882.0	10244.0	12902.0	14426.0	2412.0	12391.0	9335.0	7197.0	4484.0	15854.0	2199.0	4551.0	3772.0	2314.0	3137.0	1856.0	11575.0	2733.0	14539.0	9316.0	3565.0	11831.0	24931.0	10880.0	18415.0	10167.0	1072.0	5641.0	1146480.0	1557581.512763
sub-3_ses-17_T1w	3761.0	7358.0	3873.0	2194.0	10224.0	12455.0	14408.0	2528.0	12533.0	9318.0	7290.0	4446.0	15769.0	2332.0	4600.0	3736.0	2226.0	3182.0	2073.0	11549.0	2823.0	14455.0	9346.0	3316.0	11692.0	24868.0	11228.0	18551.0	10284.0	1044.0	5565.0	1150153.0	1566287.287992
sub-3_ses-18_T1w	3650.0	7347.0	3713.0	2214.0	10433.0	12762.0	13169.0	2348.0	11862.0	9127.0	7053.0	4445.0	15360.0	2401.0	4501.0	3680.0	2146.0	3103.0	1890.0	11600.0	2904.0	14280.0	9362.0	3229.0	11847.0	25218.0	11250.0	17745.0	9961.0	1048.0	5586.0	1150172.0	1559468.599437
sub-3_ses-19_T1w	3679.0	7040.0	3717.0	2129.0	10121.0	12278.0	13675.0	2425.0	11785.0	8901.0	7220.0	4273.0	15077.0	2328.0	4498.0	3603.0	2161.0	2941.0	1945.0	11323.0	2780.0	14148.0	9138.0	3325.0	11601.0	24358.0	11110.0	17703.0	9920.0	1063.0	5450.0	1137924.0	1561238.395628
sub-3_ses-20_T1w	3537.0	7137.0	4088.0	2338.0	10151.0	13015.0	14457.0	2447.0	12565.0	9153.0	7470.0	4555.0	15983.0	2261.0	4523.0	3717.0	2222.0	3189.0	1948.0	11649.0	2777.0	14482.0	9454.0	3461.0	11737.0	24981.0	11173.0	19038.0	10446.0	1018.0	5454.0	1145430.0	1558023.593065
sub-3_ses-21_T1w	3597.0	6852.0	3889.0	2113.0	10451.0	13241.0	14453.0	2333.0	12400.0	9216.0	7288.0	4726.0	16304.0	2207.0	4410.0	3709.0	2186.0	3183.0	1934.0	11249.0	2754.0	14246.0	9224.0	3702.0	11831.0	24522.0	11119.0	18982.0	10483.0	1003.0	5424.0	1150130.0	1555962.498274
sub-3_ses-22_T1w	3558.0	6740.0	3758.0	1986.0	10108.0	12934.0	14496.0	2335.0	12438.0	9061.0	7198.0	4491.0	16156.0	2169.0	4404.0	3474.0	2250.0	3046.0	1847.0	10820.0	3007.0	13306.0	9182.0	3398.0	11485.0	23901.0	10502.0	18683.0	9891.0	941.0	5633.0	1143960.0	1553961.373657
sub-3_ses-23_T1w	3582.0	6903.0	3827.0	2090.0	10080.0	12909.0	14635.0	2374.0	12153.0	9056.0	7219.0	4429.0	15741.0	2177.0	4478.0	3680.0	2244.0	3082.0	1922.0	11360.0	2791.0	14030.0	9382.0	3412.0	11328.0	23991.0	11051.0	18330.0	10293.0	992.0	5537.0	1145418.0	1548673.25921
sub-3_ses-24_T1w	3633.0	7365.0	3924.0	1694.0	10083.0	12584.0	14443.0	2489.0	12557.0	8112.0	7456.0	4283.0	15791.0	2225.0	4837.0	3670.0	2135.0	3111.0	1934.0	11733.0	2771.0	14797.0	9364.0	3404.0	11484.0	25563.0	11478.0	18191.0	10428.0	1053.0	5444.0	1138196.0	1549056.699551
sub-3_ses-25_T1w	3677.0	7152.0	3795.0	2063.0	10332.0	12338.0	13547.0	2391.0	12355.0	9155.0	7179.0	4304.0	15741.0	2241.0	4585.0	3601.0	2176.0	2989.0	1865.0	11284.0	2871.0	14303.0	9049.0	3199.0	11166.0	24559.0	11145.0	18086.0	10098.0	1090.0	5433.0	1132580.0	1558454.777582
