rh.aparc.DKTatlas.volume	rh_caudalanteriorcingulate_volume	rh_caudalmiddlefrontal_volume	rh_cuneus_volume	rh_entorhinal_volume	rh_fusiform_volume	rh_inferiorparietal_volume	rh_inferiortemporal_volume	rh_isthmuscingulate_volume	rh_lateraloccipital_volume	rh_lateralorbitofrontal_volume	rh_lingual_volume	rh_medialorbitofrontal_volume	rh_middletemporal_volume	rh_parahippocampal_volume	rh_paracentral_volume	rh_parsopercularis_volume	rh_parsorbitalis_volume	rh_parstriangularis_volume	rh_pericalcarine_volume	rh_postcentral_volume	rh_posteriorcingulate_volume	rh_precentral_volume	rh_precuneus_volume	rh_rostralanteriorcingulate_volume	rh_rostralmiddlefrontal_volume	rh_superiorfrontal_volume	rh_superiorparietal_volume	rh_superiortemporal_volume	rh_supramarginal_volume	rh_transversetemporal_volume	rh_insula_volume	BrainSegVolNotVent	eTIV
sub-3_ses-11_T1w	2549.0	6922.0	4364.0	2136.0	9921.0	14656.0	13757.0	1964.0	11226.0	9662.0	7181.0	5236.0	13346.0	2054.0	3484.0	3892.0	2967.0	3589.0	2022.0	10966.0	2728.0	12255.0	8950.0	2994.0	14179.0	32996.0	7730.0	17188.0	8789.0	868.0	5694.0	1143816.0	1556615.66054
sub-3_ses-12_T1w	2618.0	5279.0	3889.0	2231.0	10035.0	17664.0	13552.0	2026.0	10695.0	9165.0	6839.0	4825.0	13649.0	2147.0	4366.0	3848.0	2592.0	3391.0	1895.0	9697.0	2701.0	11613.0	8957.0	2565.0	13148.0	27489.0	12314.0	16779.0	11259.0	891.0	5606.0	1147335.0	1557155.262507
sub-3_ses-13_T1w	2566.0	5191.0	3966.0	1876.0	9703.0	17727.0	14470.0	2028.0	11021.0	9405.0	6509.0	4916.0	13213.0	1991.0	4322.0	3834.0	2605.0	3280.0	1725.0	9433.0	2304.0	11500.0	8902.0	2561.0	13303.0	27463.0	12113.0	17220.0	10975.0	824.0	5441.0	1155226.0	1552505.754145
sub-3_ses-14_T1w	2745.0	5373.0	3846.0	2247.0	10053.0	17390.0	13891.0	2020.0	10811.0	9373.0	6626.0	4824.0	13324.0	2184.0	4248.0	3991.0	2716.0	3328.0	1865.0	9622.0	2687.0	11515.0	8844.0	2683.0	13466.0	27668.0	12008.0	16905.0	10835.0	889.0	5501.0	1148386.0	1559657.916874
sub-3_ses-15_T1w	2912.0	7121.0	4124.0	2050.0	10057.0	14289.0	13775.0	1944.0	10995.0	9599.0	7015.0	5053.0	13494.0	2016.0	3809.0	3818.0	2833.0	3444.0	2091.0	10915.0	3026.0	12866.0	9059.0	2989.0	13714.0	33083.0	7386.0	17087.0	8507.0	880.0	5699.0	1145403.0	1557874.917975
sub-3_ses-16_T1w	2583.0	7894.0	4179.0	2474.0	9789.0	14490.0	13573.0	2024.0	10954.0	9456.0	6946.0	4992.0	13048.0	2047.0	3749.0	3900.0	2667.0	3335.0	1953.0	11041.0	2462.0	12953.0	8867.0	2857.0	13768.0	32311.0	7584.0	16650.0	8716.0	851.0	5612.0	1146480.0	1557581.512763
sub-3_ses-17_T1w	2567.0	7694.0	4218.0	2094.0	9699.0	14325.0	13544.0	1985.0	11020.0	9916.0	6810.0	5146.0	13477.0	2081.0	3618.0	4117.0	2797.0	3437.0	1886.0	11021.0	2589.0	12517.0	9009.0	2915.0	13779.0	32992.0	7734.0	16701.0	8539.0	880.0	5558.0	1150153.0	1566287.287992
sub-3_ses-18_T1w	2658.0	7690.0	4062.0	2085.0	9939.0	14730.0	13847.0	1946.0	10657.0	9232.0	6899.0	4915.0	13088.0	2002.0	3558.0	3939.0	2784.0	3624.0	1952.0	11299.0	2783.0	12485.0	8909.0	2986.0	14441.0	33122.0	7577.0	16895.0	8590.0	826.0	5670.0	1150172.0	1559468.599437
sub-3_ses-19_T1w	2622.0	6779.0	4047.0	2098.0	9655.0	15431.0	13346.0	1931.0	10525.0	9465.0	6721.0	4926.0	13362.0	2009.0	4530.0	3910.0	2813.0	3151.0	1889.0	9859.0	2897.0	16704.0	8872.0	2754.0	13312.0	29011.0	7688.0	16829.0	7810.0	849.0	5476.0	1137924.0	1561238.395628
sub-3_ses-20_T1w	2543.0	5205.0	4132.0	2290.0	10435.0	17628.0	13678.0	2103.0	11205.0	9397.0	6817.0	5038.0	13370.0	2120.0	4336.0	3805.0	2660.0	3193.0	1929.0	9431.0	2643.0	11612.0	9169.0	2775.0	12962.0	27342.0	12226.0	16930.0	11243.0	866.0	5535.0	1145430.0	1558023.593065
sub-3_ses-21_T1w	2623.0	5279.0	4167.0	2617.0	9913.0	17480.0	14036.0	1995.0	10982.0	9614.0	6911.0	5004.0	13372.0	2022.0	4412.0	3809.0	2671.0	3344.0	1923.0	9196.0	2750.0	11197.0	8997.0	2759.0	13061.0	27307.0	11905.0	17281.0	10894.0	864.0	5438.0	1150130.0	1555962.498274
sub-3_ses-22_T1w	2620.0	6812.0	3954.0	2161.0	9854.0	15412.0	13341.0	1967.0	10505.0	9198.0	6802.0	4993.0	13155.0	2069.0	4053.0	3802.0	2718.0	3103.0	1969.0	9850.0	2846.0	16883.0	8796.0	2626.0	12482.0	28088.0	8102.0	16588.0	7999.0	879.0	5426.0	1143960.0	1553961.373657
sub-3_ses-23_T1w	2584.0	7946.0	4016.0	2199.0	9821.0	14754.0	13526.0	1863.0	10665.0	9388.0	6744.0	4800.0	13037.0	2003.0	3970.0	3654.0	2715.0	3186.0	1931.0	10402.0	2630.0	12891.0	8802.0	2730.0	12841.0	30983.0	7395.0	16571.0	8384.0	941.0	5542.0	1145418.0	1548673.25921
sub-3_ses-24_T1w	2723.0	5190.0	4247.0	2391.0	9704.0	17666.0	13627.0	2000.0	11101.0	9720.0	7136.0	4829.0	13464.0	1965.0	4728.0	3812.0	2718.0	3406.0	2048.0	9792.0	2778.0	11792.0	9358.0	2644.0	13196.0	27859.0	12277.0	17151.0	11018.0	842.0	5452.0	1138196.0	1549056.699551
sub-3_ses-25_T1w	2656.0	6826.0	4097.0	2510.0	9761.0	15064.0	12819.0	1941.0	10784.0	9557.0	7199.0	4852.0	12945.0	2088.0	4505.0	3792.0	2700.0	3224.0	2188.0	10187.0	2636.0	17738.0	9009.0	2683.0	12490.0	27787.0	7828.0	16528.0	8305.0	837.0	5499.0	1132580.0	1558454.777582
