Measure:volume	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	BrainSegVol	BrainSegVolNotVent	lhCortexVol	rhCortexVol	CortexVol	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	SubCortGrayVol	TotalGrayVol	SupraTentorialVol	SupraTentorialVolNotVent	MaskVol	BrainSegVol-to-eTIV	MaskVol-to-eTIV	EstimatedTotalIntraCranialVol
sub-3_ses-11_T1w.long.sub-3_base	6396.6	232.0	12955.1	55041.5	7648.0	3796.4	5196.2	1788.8	1110.8	2083.6	21702.5	3624.7	1607.5	1042.6	491.6	3956.4	93.6	932.7	6906.4	272.4	12740.9	55124.8	7375.6	3812.5	5282.2	1889.8	3989.1	1844.6	693.8	4007.2	91.0	766.0	5.1	296.6	0.0	0.0	2.0	0.0	0.0	142.7	1040.8	756.3	783.1	419.5	608.9	1168839.0	1149288.0	255342.792367	252837.921575	508180.713941	225980.0	222245.0	448225.0	59440.0	678555.713941	1033431.0	1013880.0	1741073.0	0.751463	1.11936	1555417.948757
sub-3_ses-12_T1w.long.sub-3_base	6735.8	222.6	13004.0	54838.5	7669.8	3711.4	5083.8	1791.4	1116.7	2001.2	21595.7	3656.9	1566.6	1063.8	518.7	3957.7	68.8	929.3	7146.6	271.1	13028.1	55149.1	7433.4	3771.0	5227.3	1893.0	4052.4	1796.0	739.5	4139.9	87.5	793.6	0.0	287.6	0.0	0.0	2.8	0.0	0.0	147.3	1012.4	771.9	762.0	417.9	613.8	1167155.0	1147242.0	258077.535699	254499.48157	512577.017269	222649.5	218543.5	441193.0	59247.0	682932.017269	1031311.0	1011398.0	1739332.0	0.75038	1.118241	1555417.948757
sub-3_ses-13_T1w.long.sub-3_base	6385.7	217.4	12868.8	55581.5	7722.8	3798.1	5131.9	1828.2	1096.8	1946.7	21752.0	3660.2	1574.9	1002.9	488.7	4022.6	76.5	892.6	6789.0	279.0	13099.0	54998.9	7360.3	3757.0	5209.1	1898.7	3993.1	1815.2	733.8	4080.4	78.6	810.2	4.8	299.0	0.0	0.0	0.0	0.0	0.0	141.9	1040.3	807.9	756.5	417.6	613.6	1173238.0	1154074.0	258383.603737	256568.249149	514951.852886	222146.0	222957.0	445103.0	59258.0	685568.852886	1037075.0	1017911.0	1739706.0	0.754291	1.118481	1555417.948757
sub-3_ses-14_T1w.long.sub-3_base	6336.5	205.8	13127.9	55444.7	7757.0	3689.6	5109.6	1811.3	1082.7	1976.3	21783.5	3679.2	1596.5	1004.8	545.7	3908.3	68.6	943.2	6800.5	231.7	13450.5	55597.0	7377.2	3822.6	5313.2	1892.3	4018.2	1762.2	712.8	4138.5	92.1	783.8	0.0	295.5	0.0	0.0	2.9	0.0	0.0	134.8	1060.8	820.0	803.7	431.8	592.5	1164609.0	1145656.0	254839.385992	254296.474593	509135.860585	221148.0	221106.0	442254.0	59413.0	680613.860585	1027070.0	1008117.0	1739301.0	0.748743	1.118221	1555417.948757
sub-3_ses-15_T1w.long.sub-3_base	6314.5	211.0	13417.2	55548.3	7787.2	3768.6	5151.1	1770.0	1078.1	1984.7	21839.9	3746.9	1582.9	1056.1	481.1	3958.4	86.8	903.8	6817.3	265.3	13068.5	55509.0	7387.9	3740.3	5027.2	1939.7	4032.8	1823.4	705.8	4040.9	68.5	740.3	0.0	333.6	0.0	0.0	0.0	0.0	0.0	138.2	1064.0	830.5	779.0	418.7	594.5	1168810.0	1149797.0	255436.118153	256205.035101	511641.153254	219465.5	223790.5	443256.0	59238.0	682850.153254	1031473.0	1012460.0	1738579.0	0.751444	1.117757	1555417.948757
sub-3_ses-16_T1w.long.sub-3_base	6530.5	206.9	13290.7	54953.6	7652.9	3733.6	5127.9	1830.1	1117.1	1933.5	21638.5	3674.6	1561.7	1055.9	531.4	3931.0	67.8	923.0	6994.3	268.6	12972.4	55111.0	7378.4	3800.4	5227.3	1904.6	4002.6	1866.9	729.7	4105.7	66.0	750.8	0.0	289.1	0.0	0.0	1.0	0.0	0.0	139.6	1047.1	790.5	768.1	418.1	615.1	1170686.0	1151208.0	258580.393706	253921.583569	512501.977275	224380.0	221178.0	445558.0	59316.0	682668.977275	1034747.0	1015269.0	1738349.0	0.75265	1.117609	1555417.948757
sub-3_ses-17_T1w.long.sub-3_base	6165.9	216.4	12744.8	54911.1	7778.7	3794.7	5172.6	1840.0	1083.2	2083.3	21770.3	3711.3	1507.2	1068.9	517.0	4018.2	98.1	879.3	6678.2	320.0	13156.5	54717.9	7377.1	3799.2	5373.4	1853.9	4024.2	1867.1	737.9	4134.9	113.7	787.9	0.0	379.0	0.0	0.0	0.0	0.0	0.0	141.5	1072.8	788.0	748.8	409.2	583.5	1173530.0	1154340.0	258230.013021	254294.382808	512524.395829	226040.5	223050.5	449091.0	59663.0	682354.395829	1038691.0	1019501.0	1716709.0	0.754479	1.103696	1555417.948757
sub-3_ses-18_T1w.long.sub-3_base	6238.3	230.6	12918.9	54986.4	7684.7	3755.6	5124.0	1819.5	1088.9	1964.8	21738.3	3645.3	1563.0	1023.3	490.8	3917.0	86.2	887.4	6758.5	244.5	12940.8	54483.7	7456.1	3779.4	5268.7	1873.1	4000.7	1785.8	743.1	4032.2	88.7	847.4	6.0	305.4	0.0	0.0	1.0	0.0	0.0	146.9	1033.2	812.5	764.6	425.8	585.7	1170019.0	1150908.0	257938.106427	253851.849947	511789.956374	224698.0	222569.0	447267.0	59203.0	681091.956374	1035226.0	1016115.0	1720834.0	0.752222	1.106348	1555417.948757
sub-3_ses-19_T1w.long.sub-3_base	6488.8	176.8	13247.2	55703.2	7588.1	3745.5	5048.1	1806.3	1083.5	1946.7	21600.8	3702.0	1532.6	1068.0	455.0	3866.7	57.8	896.5	6891.6	218.7	13280.8	55624.0	7461.0	3750.6	5316.6	1867.5	4054.3	1860.1	739.4	4221.8	76.5	809.1	6.0	290.0	0.0	0.0	5.6	0.0	0.0	134.6	1050.7	825.2	778.9	430.4	594.0	1167901.0	1148949.0	255508.641913	253865.060197	509373.702111	222976.5	221707.5	444684.0	59432.0	681236.702111	1030167.0	1011215.0	1738465.0	0.75086	1.117684	1555417.948757
sub-3_ses-20_T1w.long.sub-3_base	6362.7	237.2	13230.9	55125.8	7607.3	3738.2	5014.7	1858.0	1127.6	1948.1	21651.3	3611.6	1549.3	1102.7	528.8	3937.0	71.2	933.7	6924.7	275.7	13231.2	54819.2	7312.7	3811.2	5140.0	1917.1	3995.0	1852.6	683.3	4170.4	104.8	799.2	0.0	228.8	0.0	0.0	1.0	0.0	0.0	148.1	1035.8	767.5	776.3	409.1	602.9	1172042.0	1152661.0	258338.20493	253971.55265	512309.757579	225663.0	222019.0	447682.0	59071.0	682072.757579	1036054.0	1016673.0	1737690.0	0.753522	1.117185	1555417.948757
sub-3_ses-21_T1w.long.sub-3_base	6387.4	237.6	13177.8	54713.4	7655.7	3735.3	5045.6	1814.5	1113.1	2059.7	21680.5	3615.2	1571.5	1008.0	488.8	3965.2	81.3	936.5	6867.4	294.9	13072.9	54529.7	7357.6	3774.0	5202.6	1922.8	3961.3	1839.5	749.1	4010.6	93.1	808.0	0.0	281.1	0.0	0.0	3.6	0.0	0.0	136.1	1041.5	799.5	800.5	412.1	612.5	1159164.0	1139829.0	251516.223651	250571.704475	502087.928126	222425.0	222360.0	444785.0	59016.0	671535.928126	1023726.0	1004391.0	1739700.0	0.745243	1.118478	1555417.948757
sub-3_ses-22_T1w.long.sub-3_base	6571.4	237.3	12941.9	54895.8	7604.5	3796.4	5052.8	1836.6	1128.1	1968.8	21477.7	3654.3	1552.2	1072.1	489.0	3893.0	62.1	888.2	7021.3	279.4	12845.2	54623.8	7438.2	3729.1	5259.9	1876.1	3951.2	1831.1	743.0	4034.1	71.1	801.7	0.0	244.0	0.0	0.0	3.5	0.0	0.0	150.9	1039.4	797.0	803.3	417.2	608.2	1159759.0	1140081.0	248214.136374	246810.995353	495025.131726	229173.0	224277.0	453450.0	58995.0	664226.131726	1024958.0	1005280.0	1732480.0	0.745625	1.113836	1555417.948757
sub-3_ses-23_T1w.long.sub-3_base	6672.9	223.5	13026.4	54552.3	7579.8	3721.5	5014.2	1852.0	1136.8	2000.3	21576.1	3706.8	1565.4	1093.2	516.5	3887.1	70.5	926.4	7099.3	288.2	12898.9	54310.4	7277.3	3731.4	5208.6	1918.2	3988.8	1836.8	754.5	4008.8	79.6	787.2	13.6	237.5	0.0	0.0	1.0	0.0	0.0	136.8	1018.5	774.0	772.8	417.6	604.6	1162345.0	1142463.0	255221.438265	250970.610858	506192.049122	223689.0	220968.0	444657.0	58887.0	674721.049122	1028039.0	1008157.0	1738384.0	0.747288	1.117631	1555417.948757
sub-3_ses-24_T1w.long.sub-3_base	6613.1	250.2	12869.4	53605.3	7529.3	3728.1	5107.3	1807.5	1154.2	2032.1	21520.2	3591.4	1570.0	1083.6	515.2	3800.9	84.6	847.3	7027.2	311.2	12889.9	53566.7	7321.5	3805.9	5286.0	1875.5	3914.0	1890.1	738.7	4068.5	94.2	830.8	0.0	294.3	0.0	0.0	2.9	0.0	0.0	135.3	1024.2	641.1	722.1	379.5	618.2	1160020.0	1139831.0	258822.155309	254634.868158	513457.023468	218623.5	217708.5	436332.0	58803.0	679927.023468	1027724.0	1007535.0	1722425.0	0.745793	1.107371	1555417.948757
sub-3_ses-25_T1w.long.sub-3_base	6712.3	257.6	13449.0	53678.5	7563.8	3771.6	5172.5	1799.3	1163.5	1974.7	21680.7	3700.6	1524.3	1092.5	501.7	3930.6	90.4	909.9	7129.7	301.4	13155.3	54029.9	7487.6	3733.7	5196.1	1847.6	4016.7	1782.4	720.8	4073.2	83.9	828.8	0.0	276.7	0.0	0.0	1.0	0.0	0.0	147.0	1036.6	776.8	765.1	399.7	608.6	1159768.0	1139511.0	253114.730345	249540.051628	502654.781973	224682.0	221040.0	445722.0	59105.0	670290.781973	1025732.0	1005475.0	1716128.0	0.745631	1.103323	1555417.948757
