rh.aparc.area	rh_bankssts_area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_frontalpole_area	rh_temporalpole_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-3_ses-13_T1w.long.sub-3_base	984.0	904.0	2803.0	1856.0	525.0	3484.0	5298.0	4015.0	823.0	4724.0	2994.0	3691.0	2523.0	3679.0	612.0	1304.0	1273.0	1109.0	1399.0	1691.0	3748.0	1000.0	5552.0	3742.0	821.0	7824.0	8565.0	3912.0	3772.0	2998.0	349.0	548.0	314.0	2127.0	90964.3	1154074.0	1555417.948757
sub-3_ses-14_T1w.long.sub-3_base	988.0	854.0	2798.0	1769.0	520.0	3441.0	5305.0	4072.0	813.0	4731.0	2954.0	3651.0	2516.0	3668.0	608.0	1294.0	1267.0	1110.0	1382.0	1684.0	3734.0	977.0	5565.0	3744.0	818.0	7758.0	8603.0	3870.0	3730.0	3010.0	357.0	521.0	310.0	2116.0	90541.9	1145656.0	1555417.948757
sub-3_ses-15_T1w.long.sub-3_base	993.0	859.0	2782.0	1817.0	495.0	3443.0	5324.0	4013.0	824.0	4780.0	3085.0	3746.0	2515.0	3687.0	608.0	1294.0	1260.0	1124.0	1393.0	1676.0	3710.0	966.0	5509.0	3751.0	815.0	7804.0	8534.0	3893.0	3753.0	2988.0	346.0	559.0	305.0	2074.0	90724.1	1149797.0	1555417.948757
sub-3_ses-16_T1w.long.sub-3_base	993.0	886.0	2784.0	1692.0	525.0	3410.0	5317.0	3985.0	803.0	4742.0	2959.0	3577.0	2475.0	3671.0	600.0	1284.0	1267.0	1095.0	1375.0	1654.0	3698.0	1001.0	5560.0	3776.0	827.0	7682.0	8608.0	3868.0	3745.0	2988.0	357.0	551.0	302.0	2090.0	90146.5	1151208.0	1555417.948757
sub-3_ses-17_T1w.long.sub-3_base	988.0	895.0	2829.0	1797.0	518.0	3457.0	5392.0	4091.0	824.0	4781.0	3104.0	3717.0	2545.0	3726.0	600.0	1327.0	1264.0	1105.0	1387.0	1699.0	3809.0	1033.0	5639.0	3788.0	829.0	7762.0	8738.0	3960.0	3811.0	3047.0	338.0	557.0	311.0	2115.0	91784.5	1154340.0	1555417.948757
sub-3_ses-18_T1w.long.sub-3_base	989.0	855.0	2818.0	1837.0	536.0	3450.0	5383.0	4018.0	795.0	4801.0	3102.0	3620.0	2566.0	3699.0	601.0	1311.0	1256.0	1104.0	1413.0	1683.0	3744.0	988.0	5594.0	3796.0	825.0	7766.0	8642.0	3910.0	3763.0	3023.0	345.0	561.0	313.0	2078.0	91185.2	1150908.0	1555417.948757
sub-3_ses-19_T1w.long.sub-3_base	990.0	858.0	2777.0	1752.0	515.0	3427.0	5345.0	4007.0	821.0	4687.0	2932.0	3614.0	2511.0	3694.0	602.0	1281.0	1253.0	1093.0	1404.0	1678.0	3708.0	983.0	5545.0	3729.0	825.0	7779.0	8577.0	3884.0	3774.0	2994.0	371.0	580.0	301.0	2143.0	90435.2	1148949.0	1555417.948757
sub-3_ses-20_T1w.long.sub-3_base	994.0	892.0	2773.0	1783.0	522.0	3458.0	5345.0	4048.0	812.0	4781.0	2994.0	3668.0	2475.0	3697.0	599.0	1305.0	1261.0	1083.0	1378.0	1700.0	3749.0	985.0	5559.0	3774.0	825.0	7727.0	8517.0	3878.0	3774.0	3004.0	343.0	539.0	311.0	2121.0	90673.3	1152661.0	1555417.948757
sub-3_ses-21_T1w.long.sub-3_base	977.0	903.0	2766.0	1815.0	503.0	3425.0	5294.0	4020.0	797.0	4724.0	3048.0	3556.0	2524.0	3699.0	590.0	1324.0	1250.0	1093.0	1397.0	1683.0	3786.0	971.0	5665.0	3797.0	820.0	7745.0	8644.0	3898.0	3739.0	3034.0	353.0	572.0	308.0	2102.0	90821.6	1139829.0	1555417.948757
sub-3_ses-22_T1w.long.sub-3_base	979.0	853.0	2755.0	1736.0	503.0	3436.0	5297.0	4035.0	797.0	4692.0	3059.0	3552.0	2449.0	3615.0	610.0	1313.0	1273.0	1097.0	1390.0	1661.0	3804.0	988.0	5622.0	3765.0	802.0	7612.0	8574.0	3842.0	3723.0	3002.0	381.0	548.0	304.0	2119.0	90186.8	1140081.0	1555417.948757
sub-3_ses-23_T1w.long.sub-3_base	977.0	885.0	2762.0	1756.0	512.0	3419.0	5267.0	4014.0	809.0	4689.0	2897.0	3581.0	2495.0	3698.0	606.0	1304.0	1235.0	1080.0	1377.0	1655.0	3738.0	975.0	5508.0	3741.0	800.0	7676.0	8485.0	3835.0	3762.0	2988.0	327.0	530.0	304.0	2127.0	89813.5	1142463.0	1555417.948757
sub-3_ses-24_T1w.long.sub-3_base	988.0	895.0	2818.0	1713.0	532.0	3372.0	5302.0	3989.0	838.0	4635.0	3136.0	3517.0	2514.0	3656.0	597.0	1284.0	1265.0	1100.0	1381.0	1686.0	3731.0	977.0	5552.0	3742.0	800.0	7780.0	8549.0	3872.0	3801.0	3000.0	359.0	622.0	303.0	2128.0	90434.1	1139831.0	1555417.948757
sub-3_ses-25_T1w.long.sub-3_base	983.0	900.0	2799.0	1746.0	493.0	3423.0	5315.0	3972.0	796.0	4628.0	3023.0	3465.0	2522.0	3622.0	600.0	1330.0	1271.0	1068.0	1381.0	1620.0	3743.0	970.0	5557.0	3737.0	801.0	7646.0	8469.0	3871.0	3781.0	2988.0	342.0	609.0	300.0	2080.0	89851.6	1139511.0	1555417.948757
