Measure:volume	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	BrainSegVol	BrainSegVolNotVent	lhCortexVol	rhCortexVol	CortexVol	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	SubCortGrayVol	TotalGrayVol	SupraTentorialVol	SupraTentorialVolNotVent	MaskVol	BrainSegVol-to-eTIV	MaskVol-to-eTIV	lhSurfaceHoles	rhSurfaceHoles	SurfaceHoles	EstimatedTotalIntraCranialVol
sub-1_ses-11_T1w	3921.3	216.7	12512.2	49464.4	8091.1	3382.6	5815.8	2097.0	1011.8	1890.0	20873.6	4158.8	1628.2	680.8	630.4	3825.4	30.3	255.7	6987.6	146.7	11620.9	48067.7	7698.9	3791.9	6021.3	2365.0	4257.1	1756.8	692.0	3916.6	30.2	425.0	0.0	697.5	0.0	0.0	0.0	0.0	0.0	200.7	901.4	540.1	455.8	533.2	805.7	1138172.0	1123504.0	233537.79808	239306.045971	472843.844051	232969.0	236608.0	469577.0	61411.0	631578.844051	1017497.0	1002829.0	1593581.0	0.749972	1.050053	5.0	8.0	13.0	1517619.013061
sub-1_ses-12_T1w	3973.0	232.7	12164.5	50959.7	8418.8	3375.3	5730.4	2224.6	1020.1	1942.5	20685.6	4132.2	1566.8	655.3	649.4	4029.6	13.0	259.9	6859.8	154.7	11854.2	48868.6	8035.8	3868.9	6049.1	2349.6	4324.4	1911.5	629.8	4225.7	6.8	426.1	0.0	506.7	0.0	0.0	0.0	0.0	0.0	189.5	869.4	549.7	498.0	527.0	807.7	1136805.0	1122107.0	232166.454696	239125.89857	471292.353266	229984.5	236222.5	466207.0	62853.0	633787.353266	1013914.0	999216.0	1590278.0	0.740833	1.036353	5.0	7.0	12.0	1534494.998629
sub-1_ses-13_T1w	3959.2	194.4	11932.5	50233.1	9826.2	3597.0	6001.4	2291.1	996.7	1891.1	20632.1	4177.0	1629.9	629.3	604.2	3882.1	6.6	275.0	6810.9	116.1	11695.7	48390.0	8939.3	3867.5	6221.0	2401.8	4349.3	1874.2	675.3	4078.7	16.3	428.2	0.0	807.4	0.0	0.0	0.0	0.0	0.0	185.2	949.0	515.2	437.3	510.8	770.9	1133598.0	1119149.0	232482.370726	234656.694877	467139.065603	230365.0	235168.0	465533.0	66230.0	631632.065603	1012514.0	998065.0	1587998.0	0.745073	1.043733	7.0	4.0	11.0	1521459.356656
sub-1_ses-14_T1w	3947.5	215.8	12917.3	49406.4	8839.9	3460.3	5656.4	2172.7	1012.4	1904.5	20209.8	4141.7	1511.1	687.0	598.5	4109.8	20.0	227.9	6919.3	155.0	11614.4	47584.6	7962.4	3829.3	5972.6	2359.6	4316.8	1666.6	652.2	3948.2	15.8	385.1	0.0	633.0	0.0	0.0	0.0	0.0	0.0	172.8	888.4	520.2	460.4	505.0	836.8	1130302.0	1115723.0	227527.944173	233312.582398	460840.526572	234692.0	238274.0	472966.0	62524.0	620256.526572	1009700.0	995121.0	1578151.0	0.745717	1.041185	8.0	6.0	14.0	1515725.221507
sub-1_ses-15_T1w	4131.1	241.6	12075.8	51241.3	9040.9	3365.8	5824.7	2209.4	942.4	1929.8	20743.5	4296.3	1546.2	699.1	565.5	3989.3	10.6	276.2	6653.2	153.6	11690.1	49132.6	9018.0	3831.2	6135.5	2402.1	4463.5	1884.5	673.2	3932.2	19.0	407.8	0.0	800.0	0.0	0.0	0.0	0.0	0.0	114.2	907.9	530.2	466.2	424.4	862.9	1140419.0	1125847.0	231565.592501	233519.322736	465084.915238	233388.0	240903.0	474291.0	64738.0	629766.915238	1017417.0	1002845.0	1599727.0	0.750821	1.053218	9.0	5.0	14.0	1518894.995241
sub-1_ses-16_T1w	4071.9	237.0	12918.2	49800.5	8559.9	3412.1	5848.4	2314.8	963.2	1947.4	20101.6	4098.4	1501.7	726.3	650.8	4118.6	23.8	270.2	6734.6	146.2	11969.4	47662.2	7940.9	3808.7	6003.9	2391.1	4409.0	1768.5	697.7	4046.5	17.3	475.8	0.0	575.9	0.0	0.0	0.0	0.0	0.0	175.4	937.4	531.0	454.7	499.6	792.2	1132065.0	1117342.0	231300.456476	233379.414235	464679.870711	233137.0	235952.0	469089.0	62964.0	624752.870711	1010699.0	995976.0	1565622.0	0.747239	1.033415	4.0	1.0	5.0	1514997.76313
sub-1_ses-17_T1w	4024.5	170.0	12143.7	50448.3	8408.5	3503.7	5855.0	2181.1	967.1	1927.9	21085.9	4274.0	1615.4	656.2	631.0	3875.5	0.0	269.8	6717.6	173.1	11877.2	49279.9	8907.5	3910.6	6151.1	2386.1	4409.8	1834.7	706.7	3889.7	18.6	433.5	0.0	717.3	0.0	0.0	0.0	0.0	0.0	158.8	904.3	569.1	470.1	467.0	826.4	1134660.0	1120152.0	230603.360605	236011.757513	466615.118118	231157.5	236757.5	467915.0	64183.0	630077.118118	1012046.0	997538.0	1586818.0	0.746048	1.043345	7.0	11.0	18.0	1520894.239342
sub-1_ses-18_T1w	4178.8	167.2	12316.1	49637.3	9230.3	3558.4	5908.3	2150.4	997.8	1878.4	20516.3	4226.9	1634.1	698.5	644.4	3948.6	15.4	269.2	6779.3	118.0	11925.6	48984.0	8723.1	3826.4	5906.7	2267.7	4400.5	1776.2	688.9	3985.8	6.8	372.3	0.0	640.0	0.0	0.0	0.0	0.0	0.0	126.9	887.2	556.8	466.3	420.1	869.2	1139839.0	1125119.0	232911.847871	238874.892091	471786.739962	231510.5	237123.5	468634.0	64151.0	634267.739962	1017980.0	1003260.0	1600132.0	0.747887	1.0499	5.0	9.0	14.0	1524080.00663
sub-1_ses-19_T1w	4099.3	163.5	12552.1	49859.8	8625.1	3464.9	5887.0	2254.2	986.6	1926.8	20394.1	4269.2	1623.9	673.7	586.9	4068.0	13.1	296.2	6738.8	150.8	12141.7	49047.4	8240.2	3744.9	5972.0	2302.3	4366.2	1916.6	667.1	4173.4	19.8	379.5	0.0	636.4	0.0	0.0	0.0	0.0	0.0	150.7	923.6	523.8	423.3	442.0	876.6	1134836.0	1120296.0	230839.733353	235217.864273	466057.597626	233068.0	236085.0	469153.0	63545.0	628324.597626	1012232.0	997692.0	1592749.0	0.750852	1.053826	9.0	8.0	17.0	1511396.779697
sub-1_ses-20_T1w	3998.3	224.0	13896.9	51033.9	9385.8	3502.5	6115.2	2380.3	1000.5	1860.1	20219.4	4147.3	1515.3	635.3	576.8	4200.9	10.8	250.9	6628.8	173.9	11943.1	47865.5	8215.1	3761.7	6017.6	2383.8	4413.2	1885.8	750.4	4220.1	16.4	439.0	0.0	516.3	0.0	0.0	0.0	0.0	0.0	157.6	920.1	533.1	510.9	433.9	858.6	1135312.0	1120909.0	233574.743066	231895.699499	465470.442565	232863.5	234949.5	467813.0	64939.0	628965.442565	1011596.0	997193.0	1595329.0	0.746068	1.048367	3.0	8.0	11.0	1521727.123289
sub-1_ses-21_T1w	4134.5	219.4	12283.1	50572.7	8582.5	3387.2	5771.0	2316.4	997.1	1913.4	20836.8	4220.7	1529.1	711.4	638.3	4089.3	12.6	255.1	6666.6	111.0	11619.2	49041.0	8223.0	3852.2	6063.3	2472.4	4481.4	1765.7	702.6	4085.5	19.6	394.6	0.0	477.0	0.0	0.0	0.0	0.0	0.0	158.1	871.3	527.4	496.1	415.0	873.8	1132350.0	1117714.0	231913.83893	236766.704692	468680.543622	229012.0	234837.0	463849.0	63587.0	631886.543622	1009684.0	995048.0	1596177.0	0.743784	1.048448	3.0	5.0	8.0	1522418.22647
sub-1_ses-22_T1w	4127.4	281.4	11944.2	49082.8	8039.9	3446.6	5754.6	2279.4	1030.0	1909.4	20769.6	4066.9	1634.5	742.9	675.1	4109.5	15.3	277.6	6794.0	246.1	11735.5	48177.8	8092.7	3832.2	5964.2	2344.5	4249.7	1693.0	750.0	4021.9	33.9	384.6	0.0	447.4	0.0	0.0	0.0	0.0	0.0	147.0	934.0	530.6	455.9	440.7	867.5	1132503.0	1117548.0	234537.001767	237817.585164	472354.586931	230699.5	233304.5	464004.0	62232.0	631965.586931	1012270.0	997315.0	1574597.0	0.739358	1.02798	2.0	8.0	10.0	1531738.652034
sub-1_ses-23_T1w	4018.2	186.7	12441.9	50514.0	8148.8	3344.6	5728.0	2186.6	987.0	1907.3	21102.5	4128.9	1594.9	624.0	567.9	3985.7	18.3	307.3	6620.2	146.5	11386.3	47918.4	7693.3	3813.0	6012.7	2167.5	4472.5	1879.2	692.8	4008.0	14.1	405.1	0.0	743.9	0.0	0.0	0.0	0.0	0.0	176.6	921.5	549.2	483.3	437.3	872.1	1139716.0	1125378.0	235547.632126	242108.450538	477656.082665	230153.5	236072.5	466226.0	61522.0	637205.082665	1018636.0	1004298.0	1590112.0	0.745133	1.039596	8.0	15.0	23.0	1529547.594429
sub-1_ses-24_T1w	4149.1	210.7	13505.5	50821.6	8965.1	3433.3	5744.3	2263.7	1000.3	1893.9	20191.4	4035.5	1626.9	680.9	642.2	3994.2	15.8	259.4	6657.2	143.7	12484.7	47902.4	8389.5	3792.9	6060.4	2477.0	4419.1	1923.6	694.4	3999.8	9.5	430.6	0.0	651.8	0.0	0.0	0.0	0.0	0.0	127.8	896.8	539.8	534.7	423.2	872.7	1147272.0	1132691.0	235269.760746	240042.341366	475312.102112	233100.5	237562.5	470663.0	63952.0	637772.102112	1023529.0	1008948.0	1599349.0	0.751107	1.047077	5.0	3.0	8.0	1527441.742103
sub-1_ses-25_T1w	4213.2	190.1	12265.8	49915.9	10061.0	3352.6	6014.2	2260.7	1010.3	1912.3	20400.4	4396.1	1568.9	691.4	744.5	3994.3	19.0	283.9	6573.9	137.4	11828.9	48457.2	8745.9	3868.9	6073.4	2416.6	4497.5	1874.2	715.5	4241.8	15.2	418.4	0.0	407.9	0.0	0.0	0.0	0.0	0.0	126.1	955.1	530.2	464.8	517.6	747.1	1135139.0	1120511.0	234036.24811	235188.849632	469225.097741	229838.5	234438.5	464277.0	66537.0	633856.097741	1013785.0	999157.0	1579734.0	0.747717	1.040572	7.0	5.0	12.0	1518140.51578
sub-1_ses-26_T1w	4361.1	271.3	12322.4	49547.3	8243.1	3514.8	5796.0	2319.2	1052.5	1959.8	20451.2	4119.4	1636.3	729.4	695.5	3924.3	13.8	292.7	7088.5	199.0	11597.6	47947.9	8508.9	3970.3	6131.2	2400.2	4274.8	1859.4	654.1	4135.2	13.1	488.6	0.0	508.5	0.0	0.0	0.0	0.0	0.0	151.8	887.0	530.3	442.8	532.0	802.4	1119306.0	1103676.0	227393.20431	232993.188901	460386.393211	227550.5	232561.5	460112.0	63695.0	621331.393211	999008.0	983378.0	1557319.0	0.738427	1.027393	4.0	7.0	11.0	1515796.923164
sub-1_ses-27_T1w	4098.0	204.9	12270.2	50397.9	8631.3	3453.2	5955.7	2342.3	958.6	1885.3	20515.7	4160.2	1678.1	722.5	632.8	4040.0	0.0	275.5	6842.8	137.0	11686.1	48485.3	8401.3	3889.3	6004.1	2503.8	4383.3	1916.0	646.8	4024.6	17.5	435.2	0.0	812.1	0.0	0.0	0.0	0.0	0.0	188.1	935.7	513.5	432.7	504.6	799.0	1136678.0	1121957.0	234121.434335	237523.885882	471645.320217	229889.5	235306.5	465196.0	64200.0	634301.320217	1014991.0	1000270.0	1559265.0	0.745862	1.023153	5.0	5.0	10.0	1523979.663151
sub-1_ses-28_T1w	4207.1	234.0	12347.8	50075.8	8637.8	3484.5	5866.0	2322.2	1016.4	1937.2	20007.2	4232.4	1584.0	705.7	662.3	4157.8	18.8	251.6	6709.7	119.2	11935.0	47896.4	8373.8	3879.0	6034.5	2470.9	4458.7	1828.0	751.2	4017.2	11.4	424.3	0.0	478.4	0.0	0.0	0.0	0.0	0.0	163.0	897.6	521.3	458.1	428.8	893.1	1131582.0	1116823.0	229425.508171	234393.092857	463818.601028	232177.5	236225.5	468403.0	64459.0	626121.601028	1010234.0	995475.0	1581672.0	0.746861	1.043927	8.0	4.0	12.0	1515117.576387
sub-1_ses-29_T1w	4348.7	194.8	12101.7	49907.9	9553.3	3384.8	5863.3	2049.8	1017.9	1925.8	20962.7	4256.8	1659.7	673.5	624.8	3951.5	10.0	282.9	6852.6	149.4	11787.0	48927.2	8556.2	3755.7	6055.3	2411.6	4529.6	1820.8	644.3	3869.1	13.1	405.3	0.0	518.0	0.0	0.0	0.0	0.0	0.0	147.6	921.1	545.8	443.3	434.3	866.2	1127448.0	1112475.0	228000.340833	233314.502493	461314.843326	230252.0	235880.0	466132.0	64693.0	624665.843326	1005755.0	990782.0	1588635.0	0.743666	1.047866	4.0	6.0	10.0	1516067.341611
sub-1_ses-30_T1w	4362.9	137.0	20240.9	46441.3	9190.7	3405.1	5832.5	2169.7	1045.5	1882.2	20108.2	4178.4	1475.6	733.2	578.2	4006.9	0.0	216.2	6643.4	144.6	11476.0	48303.6	8714.6	3884.0	6119.9	2439.8	4461.1	1815.5	691.3	3892.8	17.5	409.6	0.0	540.4	0.0	0.0	0.0	0.0	0.0	155.0	951.1	517.8	484.4	418.9	884.4	1133334.0	1118572.0	229411.389499	230952.726627	460364.116126	231647.5	238074.5	469722.0	64294.0	618655.116126	1007752.0	992990.0	1594032.0	0.743314	1.04547	7.0	10.0	17.0	1524703.256333
sub-1_ses-31_T1w	4129.9	191.3	12106.6	50035.2	9590.7	3571.7	5877.3	2378.4	1062.0	1875.5	20653.3	4347.2	1684.9	724.8	687.8	3956.7	0.0	253.7	6928.1	139.6	11471.2	48775.7	8134.9	3863.7	5861.3	2481.0	4370.2	1747.9	694.7	3961.1	22.9	370.2	0.0	593.3	0.0	0.0	0.0	0.0	0.0	181.4	885.6	504.7	442.6	485.0	815.7	1124363.0	1109511.0	229994.153849	234731.986037	464726.139886	226318.5	232917.5	459236.0	64870.0	628408.139886	1002691.0	987839.0	1633104.0	0.736439	1.069656	6.0	5.0	11.0	1526756.198849
sub-1_ses-32_T1w	4037.7	155.7	13014.5	50312.6	9386.5	3476.3	5971.9	2261.1	1007.6	1861.1	20243.2	4331.8	1624.3	715.7	629.4	4049.8	21.7	268.5	6879.2	131.4	12391.0	48577.3	8601.0	3868.0	6083.7	2540.8	4334.0	1700.4	698.5	4086.6	17.1	376.7	0.0	482.7	0.0	0.0	0.0	0.0	0.0	173.1	881.9	530.7	462.9	505.9	817.3	1140471.0	1125886.0	232300.815867	237585.39334	469886.209207	231145.5	237502.5	468648.0	65173.0	633714.209207	1017189.0	1002604.0	1570194.0	0.751503	1.034664	4.0	7.0	11.0	1517587.725836
sub-1_ses-33_T1w	4073.0	218.6	12316.1	50226.5	8301.7	3508.9	5734.5	2296.3	1025.4	1965.2	20575.4	4035.1	1590.5	685.8	563.1	4120.4	19.4	216.6	6789.5	144.9	11402.7	48363.1	8332.7	3883.8	6101.4	2393.6	4287.7	1787.8	668.2	3967.5	11.3	415.3	0.0	586.2	0.0	0.0	0.0	0.0	0.0	174.2	891.0	522.5	477.9	502.9	785.0	1134345.0	1119589.0	233157.254505	235615.113304	468772.367809	232496.5	235668.5	468165.0	62707.0	629809.367809	1013102.0	998346.0	1595820.0	0.73975	1.040695	10.0	9.0	19.0	1533417.255795
sub-1_ses-34_T1w	3943.4	217.1	12270.6	50898.2	8273.6	3429.6	5787.2	2162.1	964.1	1896.3	20238.0	4018.1	1539.8	758.4	669.7	4001.1	12.0	207.1	6675.7	114.4	11533.3	49898.7	7901.3	3749.4	5973.7	2237.3	4355.9	1927.3	797.4	4077.7	13.0	311.3	0.0	686.3	0.0	0.0	0.0	0.0	0.0	232.7	923.1	523.5	480.1	441.6	883.6	1146215.0	1132027.0	234846.654406	237444.978173	472291.632579	235479.0	239134.0	474613.0	62205.0	635277.632579	1022359.0	1008171.0	1589707.0	0.762414	1.057406	8.0	9.0	17.0	1503403.154632
sub-1_ses-35_T1w	3961.7	191.9	12745.1	52080.2	7871.4	3328.0	5768.0	2169.3	980.1	1859.9	20276.3	4082.7	1584.3	747.1	691.1	3984.6	14.1	192.2	6573.3	116.3	12442.2	49343.1	7858.8	3815.1	5933.6	2209.4	4257.4	1825.8	683.2	4148.0	26.7	314.4	0.0	666.7	0.0	0.0	0.0	0.0	0.0	148.1	942.0	546.8	498.4	424.0	877.0	1161860.0	1147765.0	235657.484644	239023.659582	474681.144226	241086.0	245938.0	487024.0	61547.0	637697.144226	1035976.0	1021881.0	1583040.0	0.77336	1.053707	8.0	8.0	16.0	1502353.297981
sub-1_ses-36_T1w	3867.0	151.5	12873.1	51531.4	8301.3	3358.0	5771.4	2192.1	946.3	1853.0	19949.0	3963.9	1542.8	759.1	613.6	4084.1	19.6	168.9	6499.0	92.7	12393.0	49188.6	7902.6	3755.6	5879.9	2268.3	4298.2	1853.7	668.5	4117.8	21.0	291.2	0.0	656.1	0.0	0.0	0.0	0.0	0.0	216.7	931.8	534.7	527.0	444.5	907.0	1152681.0	1138930.0	234295.183957	235684.876783	469980.06074	240088.0	243313.0	483401.0	61812.0	632755.06074	1027148.0	1013397.0	1587331.0	0.766377	1.05536	10.0	5.0	15.0	1504065.528451
sub-1_ses-37_T1w	4211.5	167.4	12565.7	51661.3	8103.3	3337.4	5800.3	2126.2	1007.9	1854.5	19953.8	4057.2	1524.4	785.7	599.8	3960.0	19.7	153.7	6818.9	182.6	12289.1	48919.6	7662.9	3568.5	5823.1	2246.0	4247.1	1831.4	706.6	4102.6	22.0	320.2	0.0	574.9	0.0	0.0	0.0	0.0	0.0	195.7	915.9	560.3	473.8	456.2	846.3	1148979.0	1134308.0	234320.106515	239069.061912	473389.168427	235885.5	240678.5	476564.0	60982.0	635103.168427	1024189.0	1009518.0	1575981.0	0.766033	1.050719	6.0	7.0	13.0	1499907.811028
sub-1_ses-38_T1w	3990.5	148.1	12033.8	51305.1	7773.7	3406.0	5768.1	2245.8	979.7	1847.5	20528.2	4104.7	1642.2	732.1	664.8	4074.0	0.0	163.6	6563.3	111.6	12203.7	50142.4	7741.0	3696.2	6024.0	2270.0	4312.0	1812.3	710.6	4210.8	17.9	340.5	0.0	528.2	0.0	0.0	0.0	0.0	0.0	228.3	952.4	564.3	486.8	552.9	813.0	1148727.0	1134785.0	233013.551586	236405.137474	469418.68906	237235.5	241878.5	479114.0	61988.0	633347.68906	1023491.0	1009549.0	1597763.0	0.765536	1.064783	6.0	8.0	14.0	1500552.226923
