rh.aparc.volume	rh_bankssts_volume	rh_caudalanteriorcingulate_volume	rh_caudalmiddlefrontal_volume	rh_cuneus_volume	rh_entorhinal_volume	rh_fusiform_volume	rh_inferiorparietal_volume	rh_inferiortemporal_volume	rh_isthmuscingulate_volume	rh_lateraloccipital_volume	rh_lateralorbitofrontal_volume	rh_lingual_volume	rh_medialorbitofrontal_volume	rh_middletemporal_volume	rh_parahippocampal_volume	rh_paracentral_volume	rh_parsopercularis_volume	rh_parsorbitalis_volume	rh_parstriangularis_volume	rh_pericalcarine_volume	rh_postcentral_volume	rh_posteriorcingulate_volume	rh_precentral_volume	rh_precuneus_volume	rh_rostralanteriorcingulate_volume	rh_rostralmiddlefrontal_volume	rh_superiorfrontal_volume	rh_superiorparietal_volume	rh_superiortemporal_volume	rh_supramarginal_volume	rh_frontalpole_volume	rh_temporalpole_volume	rh_transversetemporal_volume	rh_insula_volume	BrainSegVolNotVent	eTIV
sub-1_ses-11_T1w	1918.0	1776.0	5704.0	3004.0	2275.0	9424.0	14295.0	11248.0	2501.0	10801.0	7459.0	6579.0	6005.0	12120.0	1972.0	3598.0	3325.0	2409.0	3967.0	2263.0	10769.0	3424.0	13910.0	10785.0	1674.0	17536.0	21362.0	13094.0	11556.0	9785.0	1045.0	2836.0	740.0	7910.0	1123504.0	1517619.013061
sub-1_ses-12_T1w	1906.0	1862.0	5817.0	3042.0	2238.0	9226.0	13867.0	10990.0	2650.0	10947.0	7714.0	6567.0	5827.0	12127.0	2000.0	3663.0	3425.0	2480.0	3917.0	2195.0	10733.0	3517.0	13790.0	10976.0	1731.0	17217.0	21229.0	13458.0	11613.0	9862.0	1249.0	2781.0	709.0	7530.0	1122107.0	1534494.998629
sub-1_ses-13_T1w	1932.0	1876.0	5570.0	2964.0	2714.0	9054.0	14103.0	10749.0	2437.0	10898.0	7346.0	6489.0	6021.0	12160.0	2111.0	3622.0	3345.0	2492.0	3968.0	2220.0	10244.0	3423.0	13510.0	10664.0	1687.0	16973.0	20543.0	12949.0	11609.0	9504.0	1090.0	1969.0	735.0	7458.0	1119149.0	1521459.356656
sub-1_ses-14_T1w	1894.0	1829.0	5323.0	2891.0	2052.0	9024.0	14190.0	10605.0	2593.0	10831.0	7125.0	6321.0	5896.0	12146.0	2087.0	3613.0	3280.0	2538.0	3831.0	2171.0	10256.0	3313.0	13435.0	10469.0	1730.0	16900.0	20573.0	12663.0	11386.0	9465.0	1211.0	2642.0	718.0	7995.0	1115723.0	1515725.221507
sub-1_ses-15_T1w	1870.0	1775.0	5160.0	2944.0	1917.0	9219.0	13753.0	11224.0	2462.0	11100.0	7159.0	6430.0	5940.0	11990.0	1918.0	3302.0	3165.0	2508.0	3919.0	2167.0	10445.0	3396.0	13284.0	10532.0	1770.0	16962.0	20354.0	12865.0	11712.0	9665.0	1138.0	2748.0	726.0	7721.0	1125847.0	1518894.995241
sub-1_ses-16_T1w	1850.0	1845.0	5570.0	2991.0	2282.0	9274.0	13819.0	10814.0	2420.0	10658.0	7342.0	6429.0	5960.0	11658.0	1920.0	3751.0	3386.0	2404.0	3801.0	2358.0	10309.0	3419.0	13468.0	10621.0	1746.0	16989.0	20622.0	12841.0	11166.0	9590.0	1124.0	2357.0	696.0	7636.0	1117342.0	1514997.76313
sub-1_ses-17_T1w	1952.0	1822.0	5443.0	2991.0	2354.0	9326.0	13929.0	11078.0	2456.0	10801.0	7462.0	6434.0	5925.0	12233.0	1959.0	3472.0	3307.0	2294.0	3885.0	2211.0	10361.0	3321.0	13660.0	10618.0	1766.0	17446.0	20416.0	12947.0	11736.0	9982.0	1029.0	2660.0	729.0	7784.0	1120152.0	1520894.239342
sub-1_ses-18_T1w	1952.0	1847.0	5257.0	2939.0	2249.0	9145.0	14202.0	11067.0	2529.0	11276.0	7472.0	6611.0	5959.0	12195.0	2043.0	3715.0	3464.0	2595.0	3932.0	2302.0	10429.0	3466.0	13638.0	10760.0	1781.0	17210.0	21021.0	13065.0	11556.0	10023.0	1273.0	2958.0	744.0	7967.0	1125119.0	1524080.00663
sub-1_ses-19_T1w	1797.0	1786.0	5600.0	2991.0	2266.0	9186.0	13760.0	11028.0	2578.0	10856.0	7239.0	6406.0	5942.0	12130.0	2038.0	3625.0	3346.0	2406.0	3856.0	2207.0	10375.0	3397.0	13643.0	10615.0	1705.0	16953.0	20707.0	12815.0	11518.0	9601.0	1231.0	2878.0	706.0	7774.0	1120296.0	1511396.779697
sub-1_ses-20_T1w	1819.0	1793.0	5503.0	2932.0	2474.0	8979.0	13521.0	10352.0	2531.0	10653.0	7237.0	6476.0	5905.0	10962.0	1994.0	3731.0	3254.0	2532.0	3832.0	2362.0	10173.0	3398.0	13347.0	10781.0	1692.0	16780.0	20723.0	12901.0	11163.0	9537.0	1199.0	2376.0	736.0	7855.0	1120909.0	1521727.123289
sub-1_ses-21_T1w	1968.0	1840.0	5393.0	2875.0	2043.0	8926.0	13760.0	10968.0	2383.0	10824.0	7431.0	6316.0	6054.0	11936.0	2134.0	3637.0	3529.0	2540.0	4109.0	2194.0	10604.0	3369.0	13607.0	10694.0	1788.0	17606.0	20757.0	13315.0	11540.0	9956.0	1260.0	2843.0	707.0	7787.0	1117714.0	1522418.22647
sub-1_ses-22_T1w	1846.0	1820.0	5679.0	3065.0	2618.0	9354.0	14019.0	10853.0	2468.0	10797.0	7378.0	6484.0	5858.0	12053.0	2031.0	3822.0	3512.0	2459.0	3834.0	2393.0	10430.0	3528.0	13788.0	10929.0	1732.0	17189.0	20931.0	13151.0	11446.0	9770.0	1178.0	2507.0	719.0	7921.0	1117548.0	1531738.652034
sub-1_ses-23_T1w	1985.0	1841.0	5703.0	2971.0	2375.0	9193.0	14387.0	11095.0	2544.0	11258.0	7802.0	6744.0	6053.0	12240.0	2096.0	3917.0	3601.0	2560.0	4033.0	2321.0	10951.0	3554.0	14097.0	11041.0	1762.0	17393.0	21239.0	13484.0	11655.0	10014.0	1098.0	2891.0	737.0	7223.0	1125378.0	1529547.594429
sub-1_ses-24_T1w	1930.0	1915.0	5807.0	2969.0	2238.0	9440.0	14173.0	11028.0	2510.0	11061.0	7470.0	6364.0	6184.0	12338.0	1921.0	3682.0	3366.0	2447.0	3882.0	2123.0	10705.0	3509.0	13923.0	10954.0	1655.0	17728.0	21055.0	13406.0	11715.0	10026.0	1150.0	2737.0	728.0	7691.0	1132691.0	1527441.742103
sub-1_ses-25_T1w	2007.0	1876.0	5319.0	2923.0	2001.0	9025.0	13902.0	10932.0	2551.0	10993.0	7404.0	6423.0	5706.0	12013.0	2095.0	3600.0	3385.0	2470.0	4005.0	2190.0	10371.0	3461.0	13565.0	10734.0	1580.0	17234.0	20621.0	12981.0	11488.0	9658.0	1068.0	2828.0	752.0	7810.0	1120511.0	1518140.51578
sub-1_ses-26_T1w	1829.0	1788.0	5482.0	2961.0	2396.0	9197.0	13199.0	10913.0	2492.0	10947.0	7383.0	6508.0	6028.0	12136.0	1979.0	3619.0	3166.0	2421.0	3772.0	2326.0	10276.0	3373.0	13432.0	10479.0	1752.0	16611.0	20207.0	12698.0	11428.0	9505.0	1149.0	2771.0	703.0	7869.0	1103676.0	1515796.923164
sub-1_ses-27_T1w	1874.0	1885.0	5533.0	2980.0	2082.0	9359.0	13872.0	10965.0	2425.0	11057.0	7555.0	6572.0	5770.0	12268.0	2035.0	3772.0	3324.0	2520.0	3980.0	2234.0	10687.0	3503.0	13950.0	10867.0	1740.0	16891.0	20554.0	13231.0	11635.0	9955.0	1116.0	2947.0	696.0	7577.0	1121957.0	1523979.663151
sub-1_ses-28_T1w	1901.0	1783.0	5276.0	2825.0	2279.0	9185.0	14137.0	10751.0	2539.0	10844.0	7049.0	6383.0	6102.0	11881.0	2103.0	3518.0	3417.0	2542.0	3980.0	2211.0	10141.0	3456.0	13443.0	10562.0	1725.0	17107.0	21014.0	12770.0	11393.0	9724.0	1168.0	2399.0	739.0	7755.0	1116823.0	1515117.576387
sub-1_ses-29_T1w	1938.0	1833.0	5585.0	3001.0	2508.0	9068.0	13854.0	10779.0	2525.0	10627.0	7337.0	6283.0	6055.0	12002.0	2035.0	3456.0	3314.0	2458.0	3810.0	2202.0	10207.0	3443.0	13375.0	10560.0	1642.0	17009.0	20385.0	12806.0	11366.0	9582.0	1001.0	2694.0	672.0	7752.0	1112475.0	1516067.341611
sub-1_ses-30_T1w	1894.0	1830.0	5160.0	2975.0	1941.0	9201.0	13557.0	10795.0	2366.0	10876.0	7359.0	6326.0	6205.0	11327.0	1962.0	3494.0	3192.0	2416.0	3905.0	2198.0	10195.0	3196.0	13309.0	10577.0	1723.0	16678.0	20064.0	12980.0	11486.0	9597.0	1126.0	2848.0	748.0	7195.0	1118572.0	1524703.256333
sub-1_ses-31_T1w	1795.0	1829.0	5547.0	3018.0	2394.0	8967.0	13613.0	10700.0	2519.0	10713.0	7520.0	6556.0	6021.0	11823.0	2029.0	3543.0	3422.0	2421.0	3871.0	2289.0	10404.0	3381.0	13584.0	10836.0	1706.0	16964.0	20628.0	12962.0	11423.0	9638.0	1087.0	2510.0	738.0	7883.0	1109511.0	1526756.198849
sub-1_ses-32_T1w	2024.0	1915.0	5515.0	2838.0	2120.0	9219.0	14358.0	10961.0	2618.0	10846.0	7339.0	6477.0	5970.0	12118.0	2153.0	3643.0	3416.0	2521.0	4005.0	2236.0	10621.0	3469.0	13587.0	10820.0	1685.0	16988.0	20744.0	13074.0	11575.0	9816.0	1082.0	2818.0	714.0	8075.0	1125886.0	1517587.725836
sub-1_ses-33_T1w	1637.0	1848.0	5500.0	3108.0	2089.0	9018.0	13688.0	10907.0	2459.0	11050.0	7056.0	6548.0	5958.0	12110.0	2010.0	3500.0	3336.0	2546.0	3929.0	2359.0	10292.0	3430.0	13581.0	10914.0	1770.0	17008.0	21227.0	12727.0	11518.0	9704.0	1170.0	2869.0	708.0	7838.0	1119589.0	1533417.255795
sub-1_ses-34_T1w	1979.0	1895.0	5861.0	2945.0	2004.0	9182.0	14267.0	11082.0	2533.0	10794.0	7267.0	6450.0	6064.0	11896.0	2015.0	3612.0	3367.0	2418.0	3936.0	2192.0	10371.0	3449.0	13906.0	10803.0	1678.0	17329.0	21529.0	13331.0	11504.0	9552.0	1004.0	2439.0	694.0	7806.0	1132027.0	1503403.154632
sub-1_ses-35_T1w	2097.0	1907.0	5752.0	3010.0	2280.0	9221.0	14745.0	11219.0	2530.0	11063.0	7441.0	6419.0	5873.0	12462.0	1966.0	3715.0	3381.0	2471.0	3863.0	2156.0	10260.0	3478.0	13736.0	10771.0	1653.0	17380.0	21391.0	13203.0	11567.0	9698.0	1069.0	2619.0	651.0	7650.0	1147765.0	1502353.297981
sub-1_ses-36_T1w	1873.0	1900.0	5716.0	3141.0	2003.0	9213.0	14012.0	11282.0	2487.0	10921.0	7775.0	6558.0	5860.0	11862.0	1880.0	3671.0	3267.0	2377.0	3696.0	2245.0	10187.0	3488.0	13558.0	10607.0	1775.0	17197.0	21359.0	12935.0	11496.0	9725.0	1021.0	2508.0	651.0	7055.0	1138930.0	1504065.528451
sub-1_ses-37_T1w	1951.0	1916.0	5924.0	3079.0	2049.0	9434.0	14427.0	11289.0	2461.0	10851.0	7222.0	6467.0	6178.0	12164.0	1895.0	3551.0	3275.0	2406.0	3818.0	2069.0	10393.0	3480.0	13945.0	10893.0	1692.0	17455.0	21530.0	13441.0	11720.0	9868.0	1102.0	2499.0	742.0	7651.0	1134308.0	1499907.811028
sub-1_ses-38_T1w	1980.0	1902.0	5679.0	3164.0	1803.0	10063.0	13868.0	10973.0	2437.0	10582.0	7150.0	6362.0	6155.0	12237.0	1836.0	3569.0	3347.0	2412.0	3852.0	2095.0	10386.0	3485.0	13399.0	10668.0	1700.0	17231.0	21456.0	13102.0	11705.0	9680.0	940.0	2533.0	672.0	7708.0	1134785.0	1500552.226923
