Measure:volume	Left-Lateral-Ventricle	Left-Inf-Lat-Vent	Left-Cerebellum-White-Matter	Left-Cerebellum-Cortex	Left-Thalamus	Left-Caudate	Left-Putamen	Left-Pallidum	3rd-Ventricle	4th-Ventricle	Brain-Stem	Left-Hippocampus	Left-Amygdala	CSF	Left-Accumbens-area	Left-VentralDC	Left-vessel	Left-choroid-plexus	Right-Lateral-Ventricle	Right-Inf-Lat-Vent	Right-Cerebellum-White-Matter	Right-Cerebellum-Cortex	Right-Thalamus	Right-Caudate	Right-Putamen	Right-Pallidum	Right-Hippocampus	Right-Amygdala	Right-Accumbens-area	Right-VentralDC	Right-vessel	Right-choroid-plexus	5th-Ventricle	WM-hypointensities	Left-WM-hypointensities	Right-WM-hypointensities	non-WM-hypointensities	Left-non-WM-hypointensities	Right-non-WM-hypointensities	Optic-Chiasm	CC_Posterior	CC_Mid_Posterior	CC_Central	CC_Mid_Anterior	CC_Anterior	BrainSegVol	BrainSegVolNotVent	lhCortexVol	rhCortexVol	CortexVol	lhCerebralWhiteMatterVol	rhCerebralWhiteMatterVol	CerebralWhiteMatterVol	SubCortGrayVol	TotalGrayVol	SupraTentorialVol	SupraTentorialVolNotVent	MaskVol	BrainSegVol-to-eTIV	MaskVol-to-eTIV	lhSurfaceHoles	rhSurfaceHoles	SurfaceHoles	EstimatedTotalIntraCranialVol
sub-2_ses-11_T1w	6608.8	510.9	18972.7	70569.1	10106.3	4131.3	5547.9	2294.5	924.9	2481.2	26360.7	4441.2	1657.6	1085.6	559.4	4531.5	25.5	313.9	6874.6	339.5	17707.2	70914.9	10165.2	4330.1	5565.0	2151.8	4454.4	1768.4	800.5	4710.1	22.3	369.3	0.0	382.2	0.0	0.0	0.0	0.0	0.0	178.7	1191.8	849.1	1069.1	720.1	1012.7	1324575.0	1305764.0	268359.416099	264725.055581	533084.471679	265549.5	263315.5	528865.0	68773.0	742621.471679	1148246.0	1129435.0	1764020.0	0.797009	1.061427	15.0	12.0	27.0	1661932.733146
sub-2_ses-12_T1w	6615.2	411.6	18431.1	71629.6	10599.8	4118.8	5538.5	2284.7	933.8	2531.8	27820.0	4430.1	1754.5	1094.4	533.4	4430.0	10.3	265.6	6870.4	325.9	16646.5	72451.4	10394.4	4262.2	5742.4	2076.9	4640.4	1880.3	746.0	4496.0	0.0	342.3	0.0	763.4	0.0	0.0	0.0	0.0	0.0	120.8	1279.5	898.1	1074.1	1041.2	964.0	1323426.0	1304926.0	260697.442633	263033.37808	523730.820713	267523.0	267829.0	535352.0	69892.0	737655.820713	1145775.0	1127275.0	1774730.0	0.781415	1.047887	26.0	15.0	41.0	1693626.741318
sub-2_ses-13_T1w	6694.0	504.6	18174.4	70541.2	10539.8	4428.3	5558.2	2222.5	949.7	2565.5	26380.5	4434.8	1626.2	1140.5	605.4	4817.3	22.9	250.9	6896.2	376.0	17128.6	70675.1	10117.6	4332.5	5491.1	2104.5	4498.7	1673.1	706.6	4750.2	24.1	373.4	0.0	470.4	0.0	0.0	0.0	0.0	0.0	168.9	1212.9	689.9	852.7	809.9	929.1	1323887.0	1305001.0	267302.718458	266011.047981	533313.766439	264887.5	263546.5	528434.0	69507.0	744052.766439	1148675.0	1129789.0	1758884.0	0.807504	1.07283	18.0	15.0	33.0	1639480.031811
sub-2_ses-14_T1w	7031.2	534.5	18516.0	70269.6	10381.6	4134.1	5501.3	2147.4	978.9	2468.5	25971.8	4475.7	1645.5	1140.2	565.8	4767.3	23.1	310.4	7087.2	336.1	18313.9	69890.5	10130.9	4266.7	5535.6	2031.4	4492.8	1727.5	734.5	4726.9	12.3	395.0	0.0	441.7	0.0	0.0	0.0	0.0	0.0	146.0	1213.6	717.5	874.7	770.3	939.9	1323824.0	1304361.0	266803.488129	264468.061982	531271.55011	266214.5	263902.5	530117.0	68903.0	740049.55011	1148307.0	1128844.0	1765316.0	0.81445	1.086068	14.0	12.0	26.0	1625419.966756
sub-2_ses-15_T1w	6847.8	517.4	17865.9	70545.7	10792.8	4131.5	5756.7	2017.0	998.5	2549.0	27038.7	4572.6	1613.7	1179.7	611.4	4651.2	13.1	339.8	7115.5	303.3	17211.4	71725.5	9984.9	4266.4	5685.4	2096.4	4631.6	1859.0	704.8	4757.9	0.0	427.9	0.0	616.3	0.0	0.0	0.0	0.0	0.0	158.6	1243.1	810.5	1106.5	901.4	953.9	1316440.0	1296933.0	260773.987238	261358.386131	522132.373369	265326.0	265044.0	530370.0	70162.0	734350.373369	1140777.0	1121270.0	1752262.0	0.802497	1.068173	23.0	14.0	37.0	1640429.623848
sub-2_ses-16_T1w	6910.0	496.1	18153.0	70289.9	9794.1	4130.8	5389.7	2191.3	969.1	2502.1	26807.6	4508.9	1582.8	1144.1	647.5	4544.5	24.0	279.9	6813.9	343.4	17289.3	70786.2	9162.9	4242.3	5549.0	2184.2	4399.4	1831.5	782.7	4736.4	14.3	422.4	0.0	532.6	0.0	0.0	0.0	0.0	0.0	158.6	1207.7	678.1	887.4	576.1	929.8	1319988.0	1300914.0	265086.972082	264575.329488	529662.30157	264813.0	265227.0	530040.0	67539.0	737908.30157	1144898.0	1125824.0	1740523.0	0.813717	1.072959	16.0	12.0	28.0	1622170.608952
sub-2_ses-17_T1w	6875.3	484.4	18580.4	70595.2	10199.1	4175.0	5697.3	2252.5	992.9	2518.5	26775.3	4592.9	1516.9	1097.5	609.5	4892.0	0.0	292.1	6833.1	307.2	17499.2	71046.6	9861.6	4199.3	5415.3	2109.8	4569.1	1774.4	720.1	4734.0	0.0	356.3	0.0	534.5	0.0	0.0	0.0	0.0	0.0	187.6	1227.1	721.3	656.7	572.7	883.6	1316883.0	1297984.0	261615.077393	261314.109928	522929.187321	266993.5	264053.5	531047.0	69358.0	733780.187321	1140646.0	1121747.0	1756329.0	0.793481	1.058266	13.0	16.0	29.0	1659628.37542
sub-2_ses-18_T1w	6657.2	471.4	17630.8	70817.1	10394.2	4101.1	5462.7	2144.6	981.3	2514.7	26795.2	4568.5	1625.3	1188.9	711.8	4550.0	20.6	298.9	6927.7	319.7	17046.3	71212.5	9812.2	4273.7	5538.4	2248.0	4467.0	1834.5	764.8	4783.0	9.4	402.7	0.0	571.5	0.0	0.0	0.0	0.0	0.0	158.6	1201.4	712.8	923.8	666.6	934.1	1325130.0	1306144.0	266588.766086	263681.121636	530269.887722	267609.5	265890.5	533500.0	68846.0	740804.887722	1149956.0	1130970.0	1768943.0	0.805266	1.074966	14.0	13.0	27.0	1645580.299923
sub-2_ses-19_T1w	7002.1	484.3	18172.8	70043.2	11033.9	4027.3	5494.3	2154.7	951.8	2553.5	26518.2	4624.1	1690.4	1068.8	596.8	4457.7	18.0	296.6	7154.7	345.3	18128.0	70363.4	9710.0	4169.8	5697.7	2179.6	4444.1	1881.8	842.0	4457.6	9.9	465.9	1.9	546.5	0.0	0.0	0.0	0.0	0.0	149.4	1224.0	898.5	1055.1	902.9	941.0	1319625.0	1300103.0	265776.880639	260774.171002	526551.05164	265803.0	264206.0	530009.0	69544.0	736178.05164	1144387.0	1124865.0	1738193.0	0.811262	1.068584	5.0	8.0	13.0	1626632.099584
sub-2_ses-20_T1w	6554.2	502.0	19216.7	70674.0	9812.3	4128.7	5650.4	2134.7	893.5	2402.8	26305.6	4619.2	1620.8	1164.4	631.4	4821.1	22.7	383.7	6834.5	348.6	17640.2	70408.0	8812.3	4179.0	5489.3	2129.0	4373.0	1652.9	737.8	4748.4	7.4	400.8	0.0	549.7	0.0	0.0	0.0	0.0	0.0	178.8	1217.4	815.2	1025.2	712.7	956.5	1328236.0	1309587.0	266924.539087	267502.03866	534426.577747	265609.5	266966.5	532576.0	67267.0	742467.577747	1151780.0	1133131.0	1767452.0	0.818124	1.088658	20.0	10.0	30.0	1623514.177817
sub-2_ses-21_T1w	6738.6	439.5	18224.5	71602.0	11207.2	4177.3	5595.0	2074.1	903.1	2535.3	27601.9	4574.7	1706.9	1103.6	645.1	4310.4	15.5	295.1	6717.4	318.8	17903.4	72780.6	10233.0	4255.6	5617.6	2093.6	4571.6	1762.2	711.8	4369.9	8.0	344.0	0.0	584.0	0.0	0.0	0.0	0.0	0.0	129.5	1217.0	824.5	1076.5	949.0	943.5	1327330.0	1308746.0	267369.052903	263066.489344	530435.542247	265738.5	265139.5	530878.0	69909.0	744446.542247	1148507.0	1129923.0	1755456.0	0.80486	1.064466	17.0	17.0	34.0	1649143.032261
sub-2_ses-22_T1w	6492.5	446.8	19302.7	70093.9	10980.9	4195.8	5437.5	2121.7	927.2	2441.1	26245.1	4558.4	1669.3	1128.0	682.7	4688.1	18.6	346.5	6703.4	321.7	17246.0	70224.4	10003.7	4311.4	5555.1	2153.8	4436.7	1684.1	664.3	4913.4	11.2	385.2	0.0	727.9	0.0	0.0	0.0	0.0	0.0	155.3	1239.8	673.0	899.1	637.0	959.8	1329022.0	1310753.0	266551.154229	263435.521267	529986.675496	269559.0	267581.0	537140.0	69836.0	739599.675496	1153780.0	1135511.0	1762969.0	0.813644	1.079311	8.0	13.0	21.0	1633420.416629
sub-2_ses-23_T1w	6557.3	495.4	19918.8	69829.9	10091.6	4148.8	5656.3	2235.5	898.8	2484.0	26469.8	4379.6	1693.2	1163.2	642.3	4599.5	25.9	233.0	6891.1	289.2	17582.5	70127.7	9563.0	4364.1	5711.9	2068.6	4612.4	1800.6	743.2	4812.4	12.4	373.3	0.0	459.1	0.0	0.0	0.0	0.0	0.0	185.6	1214.4	875.7	1113.3	763.7	946.4	1329776.0	1311205.0	268988.939657	262804.874262	531793.813919	269786.0	266521.0	536307.0	68652.0	739745.813919	1153887.0	1135316.0	1765140.0	0.813436	1.079753	11.0	17.0	28.0	1634763.232587
sub-2_ses-24_T1w	6617.0	545.1	19111.3	69926.9	10806.4	4239.2	5877.2	2185.7	950.4	2492.9	26479.8	4554.8	1635.6	1174.4	610.6	4924.0	37.6	306.4	7012.0	378.0	16972.9	71161.9	10271.3	4211.3	5520.7	2051.1	4491.9	1769.2	682.0	4727.9	22.6	340.6	0.0	442.1	0.0	0.0	0.0	0.0	0.0	193.1	1205.4	690.9	695.9	561.0	899.6	1325824.0	1306841.0	268869.403558	266460.170109	535329.573667	263978.0	262770.0	526748.0	70259.0	746441.573667	1150034.0	1131051.0	1766802.0	0.806746	1.075075	10.0	17.0	27.0	1643422.174738
sub-2_ses-25_T1w	6895.6	441.7	18014.6	70905.1	10744.5	4042.1	5482.3	2080.0	937.4	2561.8	27186.7	4628.5	1634.5	1150.0	500.7	4475.9	22.2	277.6	6845.6	346.3	16859.0	71248.3	9582.0	4222.9	5589.7	2138.0	4550.4	1787.6	735.1	4492.7	27.0	416.3	0.0	602.8	0.0	0.0	0.0	0.0	0.0	163.0	1241.5	834.6	1068.1	856.3	985.5	1317318.0	1298328.0	262587.318642	260716.888262	523304.206904	267078.5	265504.5	532583.0	68491.0	733692.206904	1141862.0	1122872.0	1755809.0	0.796612	1.061777	10.0	11.0	21.0	1653651.081123
sub-2_ses-26_T1w	6650.4	498.9	19132.3	70431.3	10335.3	4291.3	5684.6	2288.2	926.9	2486.5	26324.9	4578.0	1751.7	1101.4	602.4	4950.6	22.6	263.7	6854.0	351.1	16970.1	70598.8	10123.3	4342.4	5728.0	2245.5	4514.6	1755.9	727.5	4823.0	19.9	386.8	2.2	518.7	0.0	0.0	0.0	0.0	0.0	162.0	1196.3	704.1	941.6	757.7	946.7	1325901.0	1307272.0	266651.906866	267780.195976	534432.102843	265046.0	262865.0	527911.0	70613.0	745787.102843	1150328.0	1131699.0	1761482.0	0.810729	1.077067	13.0	14.0	27.0	1635443.488623
sub-2_ses-27_T1w	6719.9	526.4	18251.0	70534.5	10940.8	4286.9	5895.5	2116.2	960.3	2520.9	26785.0	4478.8	1538.6	1160.5	546.5	4927.0	31.6	290.2	6752.6	382.1	17494.4	70426.3	9403.5	4361.8	5567.8	2152.5	4664.5	1750.1	703.7	5201.0	13.4	392.9	0.0	475.6	0.0	0.0	0.0	0.0	0.0	182.0	1205.8	857.2	1040.6	679.2	969.7	1318399.0	1299537.0	261452.509567	260102.018791	521554.528357	267360.0	266015.0	533375.0	70530.0	733113.528357	1143063.0	1124201.0	1752375.0	0.789092	1.048836	10.0	14.0	24.0	1670780.348511
sub-2_ses-28_T1w	6721.8	516.4	17870.5	71391.8	11188.7	4264.4	5681.7	2308.2	898.9	2496.4	26556.2	4538.6	1596.5	1181.0	497.9	4683.5	32.0	319.6	6871.3	322.7	17218.7	71647.9	10642.3	4256.1	5704.7	2072.1	4738.4	1841.3	799.2	4812.9	17.5	363.3	0.0	470.3	0.0	0.0	0.0	0.0	0.0	158.5	1214.5	836.2	1012.3	875.0	961.5	1320904.0	1301893.0	265671.995309	264144.172468	529816.167777	263470.0	261960.0	525430.0	71557.0	743864.167777	1144443.0	1125432.0	1751850.0	0.80342	1.065537	12.0	18.0	30.0	1644100.725639
sub-2_ses-29_T1w	6544.0	423.9	18110.5	71225.2	10380.4	4281.5	5572.3	2314.9	926.1	2498.3	26180.0	4597.1	1504.4	1083.4	549.3	4691.4	0.0	256.5	6588.2	288.0	17064.0	71310.6	9414.2	4273.1	5585.8	2187.1	4584.1	1818.0	734.8	4725.6	7.4	385.8	0.0	529.0	0.0	0.0	0.0	0.0	0.0	153.4	1244.6	791.3	1035.3	823.5	948.0	1328860.0	1310647.0	267214.631517	266227.910537	533442.542054	267135.5	266478.5	533614.0	68974.0	744526.542054	1152800.0	1134587.0	1769024.0	0.790559	1.05242	9.0	16.0	25.0	1680910.842606
sub-2_ses-30_T1w	6838.8	481.2	17315.4	72066.9	10775.8	4336.7	5655.1	2177.1	974.1	2602.7	27681.4	4575.6	1570.5	1170.7	645.5	4348.6	8.2	346.6	6907.2	325.7	16179.8	71981.4	10455.6	4234.3	5633.0	1956.8	4713.3	1753.4	796.3	4479.3	4.1	445.8	0.0	430.4	0.0	0.0	0.0	0.0	0.0	165.7	1191.4	898.1	1104.3	968.9	898.7	1311242.0	1291758.0	263188.038248	260802.881882	523990.92013	261435.0	262395.0	523830.0	69646.0	737233.92013	1135512.0	1116028.0	1737256.0	0.767221	1.016486	11.0	10.0	21.0	1709080.824849
sub-2_ses-31_T1w	6320.7	482.0	19752.5	70248.9	10588.6	4243.8	5691.6	2246.6	906.4	2395.1	26152.2	4512.5	1614.1	1109.6	582.2	4507.8	31.7	315.3	6665.5	354.8	17397.3	69992.7	9526.8	4411.4	5831.6	2146.6	4459.8	1710.4	718.6	4653.6	14.0	385.8	0.0	584.5	0.0	0.0	0.0	0.0	0.0	156.9	1205.3	698.7	949.7	672.3	984.8	1328941.0	1310970.0	267398.032733	268768.036231	536166.068964	265530.0	265308.0	530838.0	69393.0	745289.068964	1153147.0	1135176.0	1756445.0	0.812181	1.073449	22.0	11.0	33.0	1636262.738909
sub-2_ses-32_T1w	6723.7	480.8	19316.2	69632.4	10449.9	4241.6	5693.3	2149.2	936.4	2496.1	25933.2	4523.3	1778.9	1148.8	682.1	4623.4	25.3	250.5	6783.8	375.9	17531.3	70926.7	10085.1	4339.4	5585.7	2303.8	4439.5	1830.5	665.6	4809.2	11.6	384.7	2.6	534.0	0.0	0.0	0.0	0.0	0.0	159.1	1235.3	678.0	967.2	813.7	952.3	1323613.0	1304827.0	265814.90216	265957.227423	531772.129583	264131.0	264271.0	528402.0	70034.0	742254.129583	1147443.0	1128657.0	1749262.0	0.81203	1.073164	25.0	15.0	40.0	1630004.557942
sub-2_ses-33_T1w	6364.3	473.4	18857.5	71385.1	11000.7	4190.6	5976.8	2225.0	970.7	2441.1	27107.8	4671.7	1710.0	1104.0	597.7	4721.4	30.2	344.9	6684.4	315.0	17017.2	71641.3	10015.2	4234.0	5626.7	2146.1	4566.2	1807.6	780.4	4810.2	16.0	405.6	0.0	603.5	0.0	0.0	0.0	0.0	0.0	176.7	964.8	667.0	943.8	667.8	950.2	1332774.0	1314538.0	270277.063206	268865.690652	539142.753858	264308.0	263849.0	528157.0	70954.0	752615.753858	1155385.0	1137149.0	1755009.0	0.805978	1.061319	18.0	10.0	28.0	1653611.591144
sub-2_ses-34_T1w	6951.7	443.2	19014.0	69936.8	10100.0	4064.0	5480.5	2216.7	955.7	2605.7	26402.3	4667.3	1688.9	1220.0	630.0	4490.6	21.1	292.9	6969.3	339.4	17927.8	70330.0	9399.6	4219.5	5529.5	2181.9	4525.8	1750.9	677.2	4678.7	17.9	329.5	0.0	529.8	0.0	0.0	0.0	0.0	0.0	151.1	717.0	446.3	851.6	825.9	1025.6	1312030.0	1292732.0	261388.209913	258532.194595	519920.404508	266852.0	263094.0	529946.0	68223.0	728172.404508	1136249.0	1116951.0	1748204.0	0.785602	1.046769	19.0	13.0	32.0	1670095.132907
sub-2_ses-35_T1w	6768.9	554.8	18784.7	70946.8	10213.3	4243.7	5502.7	2274.7	889.9	2500.1	26230.7	4606.2	1598.5	1050.1	699.1	4507.2	16.7	334.2	6753.0	310.2	16819.3	70386.2	9999.9	4319.3	5527.3	2178.8	4692.4	1757.3	752.8	4963.2	6.9	431.4	7.6	717.3	0.0	0.0	0.0	0.0	0.0	171.5	1204.8	871.8	1007.3	725.6	975.1	1321562.0	1302889.0	267855.108933	262293.316305	530148.425237	266549.0	262045.0	528594.0	69933.0	740980.425237	1146220.0	1127547.0	1746975.0	0.80769	1.067686	23.0	19.0	42.0	1636225.221821
sub-2_ses-36_T1w	6319.1	490.1	17549.0	70743.7	9529.1	4205.1	5339.5	2347.9	867.5	2444.0	25785.0	4437.9	1738.5	1052.2	562.5	4404.8	48.3	251.3	6615.7	288.2	18017.2	73387.7	8884.1	4226.0	5614.4	2353.7	4343.6	1848.8	666.1	4533.9	22.1	351.1	2.3	383.9	0.0	0.0	0.0	0.0	0.0	140.1	1261.8	708.1	856.1	576.3	999.0	1345793.0	1327908.0	270730.259062	271862.856017	542593.115079	271386.5	269801.5	541188.0	66534.0	753720.115079	1166882.0	1148997.0	1811535.0	0.816771	1.099433	18.0	12.0	30.0	1647698.579216
sub-2_ses-37_T1w	6141.4	439.0	17871.5	72841.3	10491.2	4120.9	5556.0	2165.9	921.1	2433.7	25984.8	4499.8	1654.2	1206.1	553.0	4624.5	22.3	288.0	6583.2	290.9	17596.7	74182.6	9354.8	4276.9	5710.0	2277.5	4392.8	1772.3	712.5	4684.0	9.0	357.8	0.0	501.0	0.0	0.0	0.0	0.0	0.0	154.8	1271.5	820.4	1090.7	637.5	934.0	1330859.0	1313180.0	265246.061153	261355.504278	526601.565431	270021.5	267400.5	537422.0	68782.0	742687.565431	1149213.0	1131534.0	1802888.0	0.807984	1.094559	17.0	17.0	34.0	1647136.248558
sub-2_ses-38_T1w	6525.2	473.5	17750.4	72444.6	10247.1	4250.5	5413.1	2220.9	896.1	2498.9	25677.8	4468.6	1504.3	1202.8	515.7	4660.4	28.1	303.0	6814.9	318.1	17320.6	73441.4	9024.4	4284.4	5425.0	2147.0	4461.4	1761.7	711.9	4926.3	6.0	360.1	0.0	520.1	0.0	0.0	0.0	0.0	0.0	158.6	1235.0	871.4	1039.1	671.6	977.0	1326758.0	1308214.0	264657.842111	263517.141284	528174.983395	266865.5	266403.5	533269.0	67890.0	742226.983395	1146881.0	1128337.0	1798332.0	0.809345	1.097014	16.0	18.0	34.0	1639297.80962
sub-2_ses-39_T1w	6131.6	476.8	16551.9	73039.4	9777.0	4284.5	5383.9	2346.3	915.0	2454.1	26587.2	4352.1	1648.3	1091.1	569.5	4612.8	27.4	285.3	6532.0	308.8	17046.5	74890.6	9172.4	4294.4	5769.8	2266.1	4325.7	1857.8	766.5	4764.8	5.0	345.2	0.0	560.0	0.0	0.0	0.0	0.0	0.0	154.2	1241.6	841.2	1052.8	833.2	882.4	1332065.0	1314503.0	265051.56788	262893.986749	527945.554629	269688.0	269330.0	539018.0	68111.0	744393.554629	1151490.0	1133928.0	1803682.0	0.814993	1.103541	28.0	16.0	44.0	1634449.798608
