rh.aparc.area	rh_bankssts_area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_frontalpole_area	rh_temporalpole_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-2_ses-28_T1w	1113.0	833.0	1967.0	1680.0	410.0	3269.0	5772.0	3650.0	884.0	4419.0	3101.0	3479.0	2350.0	3460.0	615.0	1609.0	1396.0	932.0	1381.0	1562.0	3729.0	932.0	4491.0	4435.0	735.0	6711.0	7648.0	6063.0	3555.0	3618.0	461.0	480.0	300.0	2409.0	89448.0	1301893.0	1644100.725639
sub-2_ses-29_T1w	1064.0	795.0	1874.0	1709.0	424.0	3176.0	5841.0	3673.0	869.0	4614.0	3125.0	3396.0	2347.0	3473.0	534.0	1662.0	1418.0	944.0	1407.0	1589.0	3748.0	925.0	4536.0	4300.0	778.0	6638.0	7554.0	6056.0	3579.0	3650.0	495.0	494.0	319.0	2305.0	89311.7	1310647.0	1680910.842606
sub-2_ses-30_T1w	1024.0	737.0	1848.0	1757.0	430.0	3208.0	5666.0	3580.0	833.0	4569.0	2921.0	3433.0	2338.0	3358.0	557.0	1567.0	1398.0	956.0	1413.0	1543.0	3638.0	908.0	4432.0	4320.0	776.0	6704.0	7451.0	6010.0	3542.0	3605.0	479.0	539.0	306.0	2454.0	88298.1	1291758.0	1709080.824849
sub-2_ses-31_T1w	1095.0	858.0	1955.0	1754.0	433.0	3244.0	5770.0	3701.0	857.0	4688.0	3319.0	3442.0	2465.0	3483.0	566.0	1613.0	1394.0	981.0	1403.0	1552.0	3762.0	1055.0	4508.0	4341.0	750.0	6693.0	7448.0	6079.0	3527.0	3659.0	479.0	514.0	324.0	2111.0	89822.6	1310970.0	1636262.738909
sub-2_ses-32_T1w	1065.0	844.0	1859.0	1714.0	466.0	3365.0	5874.0	3536.0	846.0	4706.0	3023.0	3461.0	2403.0	3506.0	584.0	1649.0	1431.0	971.0	1431.0	1595.0	3752.0	1136.0	4611.0	4397.0	773.0	6806.0	7620.0	6167.0	3504.0	3637.0	489.0	478.0	321.0	2453.0	90474.4	1304827.0	1630004.557942
sub-2_ses-33_T1w	1054.0	793.0	1880.0	1640.0	414.0	3191.0	5839.0	3591.0	898.0	4516.0	2868.0	3340.0	2255.0	3495.0	610.0	1631.0	1399.0	957.0	1432.0	1580.0	3742.0	935.0	4593.0	4369.0	739.0	6710.0	7654.0	6106.0	3513.0	3748.0	436.0	503.0	316.0	2439.0	89185.7	1314538.0	1653611.591144
sub-2_ses-34_T1w	1017.0	766.0	2036.0	1737.0	410.0	3276.0	5762.0	3695.0	865.0	4474.0	2846.0	3447.0	2360.0	3443.0	560.0	1589.0	1365.0	924.0	1369.0	1585.0	3743.0	926.0	4309.0	4315.0	771.0	6598.0	7265.0	6071.0	3535.0	3642.0	480.0	491.0	294.0	2429.0	88395.0	1292732.0	1670095.132907
sub-2_ses-35_T1w	1043.0	798.0	1899.0	1673.0	410.0	3327.0	5633.0	3590.0	864.0	4532.0	3061.0	3516.0	2427.0	3485.0	586.0	1583.0	1420.0	940.0	1389.0	1525.0	3715.0	935.0	4481.0	4304.0	761.0	6749.0	7454.0	6048.0	3571.0	3646.0	447.0	510.0	305.0	2195.0	88821.1	1302889.0	1636225.221821
sub-2_ses-36_T1w	1065.0	927.0	2071.0	1732.0	414.0	3273.0	5593.0	3639.0	889.0	4722.0	3109.0	3513.0	2572.0	3472.0	550.0	1639.0	1386.0	914.0	1399.0	1649.0	3806.0	1136.0	4539.0	4432.0	767.0	6870.0	7541.0	6156.0	3559.0	3660.0	452.0	477.0	312.0	2115.0	90347.9	1327908.0	1647698.579216
sub-2_ses-37_T1w	944.0	792.0	2021.0	1682.0	390.0	3258.0	5610.0	3646.0	821.0	4513.0	2826.0	3391.0	2238.0	3280.0	607.0	1599.0	1416.0	942.0	1392.0	1467.0	3712.0	877.0	4413.0	4237.0	765.0	6930.0	7639.0	6097.0	3586.0	3652.0	416.0	491.0	327.0	2449.0	88424.3	1313180.0	1647136.248558
sub-2_ses-38_T1w	1056.0	833.0	2035.0	1792.0	425.0	3252.0	5726.0	3532.0	851.0	4539.0	2775.0	3447.0	2372.0	3367.0	539.0	1636.0	1377.0	917.0	1392.0	1545.0	3719.0	923.0	4374.0	4270.0	761.0	6868.0	7513.0	6042.0	3487.0	3570.0	442.0	468.0	311.0	2461.0	88616.6	1308214.0	1639297.80962
sub-2_ses-39_T1w	1049.0	828.0	1992.0	1751.0	416.0	3251.0	5623.0	3611.0	851.0	4650.0	2821.0	3387.0	2501.0	3425.0	557.0	1616.0	1405.0	974.0	1403.0	1582.0	3780.0	927.0	4433.0	4317.0	783.0	6715.0	7526.0	6049.0	3483.0	3581.0	433.0	501.0	307.0	2421.0	88946.4	1314503.0	1634449.798608
sub-2_ses-40_T1w	1094.0	796.0	1994.0	1748.0	393.0	3360.0	5656.0	3676.0	823.0	4580.0	3171.0	3432.0	2512.0	3373.0	570.0	1631.0	1374.0	943.0	1395.0	1578.0	3731.0	924.0	4458.0	4283.0	752.0	6933.0	7581.0	6064.0	3538.0	3634.0	410.0	484.0	305.0	2136.0	89332.0	1317729.0	1640552.805757
