lh.aparc.a2009s.volume	lh_G_and_S_frontomargin_volume	lh_G_and_S_occipital_inf_volume	lh_G_and_S_paracentral_volume	lh_G_and_S_subcentral_volume	lh_G_and_S_transv_frontopol_volume	lh_G_and_S_cingul-Ant_volume	lh_G_and_S_cingul-Mid-Ant_volume	lh_G_and_S_cingul-Mid-Post_volume	lh_G_cingul-Post-dorsal_volume	lh_G_cingul-Post-ventral_volume	lh_G_cuneus_volume	lh_G_front_inf-Opercular_volume	lh_G_front_inf-Orbital_volume	lh_G_front_inf-Triangul_volume	lh_G_front_middle_volume	lh_G_front_sup_volume	lh_G_Ins_lg_and_S_cent_ins_volume	lh_G_insular_short_volume	lh_G_occipital_middle_volume	lh_G_occipital_sup_volume	lh_G_oc-temp_lat-fusifor_volume	lh_G_oc-temp_med-Lingual_volume	lh_G_oc-temp_med-Parahip_volume	lh_G_orbital_volume	lh_G_pariet_inf-Angular_volume	lh_G_pariet_inf-Supramar_volume	lh_G_parietal_sup_volume	lh_G_postcentral_volume	lh_G_precentral_volume	lh_G_precuneus_volume	lh_G_rectus_volume	lh_G_subcallosal_volume	lh_G_temp_sup-G_T_transv_volume	lh_G_temp_sup-Lateral_volume	lh_G_temp_sup-Plan_polar_volume	lh_G_temp_sup-Plan_tempo_volume	lh_G_temporal_inf_volume	lh_G_temporal_middle_volume	lh_Lat_Fis-ant-Horizont_volume	lh_Lat_Fis-ant-Vertical_volume	lh_Lat_Fis-post_volume	lh_Pole_occipital_volume	lh_Pole_temporal_volume	lh_S_calcarine_volume	lh_S_central_volume	lh_S_cingul-Marginalis_volume	lh_S_circular_insula_ant_volume	lh_S_circular_insula_inf_volume	lh_S_circular_insula_sup_volume	lh_S_collat_transv_ant_volume	lh_S_collat_transv_post_volume	lh_S_front_inf_volume	lh_S_front_middle_volume	lh_S_front_sup_volume	lh_S_interm_prim-Jensen_volume	lh_S_intrapariet_and_P_trans_volume	lh_S_oc_middle_and_Lunatus_volume	lh_S_oc_sup_and_transversal_volume	lh_S_occipital_ant_volume	lh_S_oc-temp_lat_volume	lh_S_oc-temp_med_and_Lingual_volume	lh_S_orbital_lateral_volume	lh_S_orbital_med-olfact_volume	lh_S_orbital-H_Shaped_volume	lh_S_parieto_occipital_volume	lh_S_pericallosal_volume	lh_S_postcentral_volume	lh_S_precentral-inf-part_volume	lh_S_precentral-sup-part_volume	lh_S_suborbital_volume	lh_S_subparietal_volume	lh_S_temporal_inf_volume	lh_S_temporal_sup_volume	lh_S_temporal_transverse_volume	BrainSegVolNotVent	eTIV
sub-2_ses-30_T1w	2718.0	3716.0	3039.0	3343.0	1932.0	5797.0	3254.0	2015.0	1722.0	966.0	3439.0	3774.0	1160.0	3709.0	11617.0	18069.0	1801.0	2558.0	6319.0	2841.0	5583.0	5897.0	3159.0	6918.0	5825.0	6670.0	6329.0	4878.0	6442.0	6927.0	2870.0	1151.0	1122.0	6961.0	2408.0	1971.0	6803.0	9264.0	318.0	528.0	1461.0	3527.0	6668.0	3935.0	3320.0	1481.0	869.0	2451.0	2669.0	1797.0	808.0	5194.0	2083.0	3974.0	472.0	3625.0	1755.0	2380.0	687.0	1913.0	3106.0	650.0	1135.0	3138.0	3001.0	822.0	3732.0	3214.0	1613.0	1065.0	1781.0	2398.0	9856.0	551.0	1291758.0	1709080.824849
sub-2_ses-31_T1w	2632.0	3983.0	3241.0	3073.0	1886.0	5639.0	2780.0	2173.0	1736.0	1001.0	3418.0	3818.0	1175.0	3751.0	12584.0	18791.0	1583.0	2536.0	6482.0	2896.0	5728.0	5805.0	3813.0	6875.0	6267.0	6918.0	6163.0	4874.0	6878.0	6870.0	2836.0	1449.0	1101.0	7442.0	2084.0	1865.0	6644.0	8930.0	462.0	497.0	1563.0	3839.0	6355.0	3946.0	3302.0	1503.0	936.0	2309.0	2844.0	1939.0	754.0	5252.0	2122.0	4178.0	425.0	3551.0	1752.0	2427.0	671.0	1839.0	2987.0	657.0	1119.0	3249.0	2952.0	892.0	3909.0	3528.0	1435.0	1152.0	1851.0	2771.0	9781.0	602.0	1310970.0	1636262.738909
sub-2_ses-32_T1w	2853.0	3947.0	3180.0	3328.0	2087.0	5542.0	3381.0	2257.0	1869.0	885.0	3469.0	3785.0	1187.0	3866.0	12038.0	18083.0	1703.0	2547.0	6427.0	2803.0	5674.0	5821.0	3199.0	7068.0	6277.0	6620.0	6292.0	5173.0	6646.0	7123.0	2734.0	1420.0	1134.0	7034.0	1936.0	2074.0	6378.0	9122.0	410.0	541.0	1440.0	3896.0	6689.0	3966.0	3421.0	1446.0	853.0	2341.0	2678.0	1855.0	860.0	5121.0	2130.0	3726.0	451.0	3571.0	1685.0	2470.0	792.0	1677.0	3207.0	691.0	1095.0	3185.0	2859.0	780.0	3881.0	3378.0	1647.0	1159.0	1640.0	2622.0	9829.0	581.0	1304827.0	1630004.557942
sub-2_ses-33_T1w	2836.0	3993.0	3218.0	3122.0	2416.0	5600.0	3105.0	2220.0	1909.0	898.0	3785.0	3786.0	1249.0	3626.0	10985.0	18381.0	1651.0	2529.0	6464.0	3016.0	5905.0	5842.0	3602.0	7080.0	6320.0	7175.0	6179.0	5289.0	6819.0	7108.0	3080.0	1363.0	1076.0	6874.0	2065.0	2021.0	6710.0	8615.0	387.0	708.0	1446.0	3747.0	7151.0	3794.0	3422.0	1479.0	862.0	2304.0	2700.0	1698.0	824.0	6087.0	2211.0	4456.0	402.0	3577.0	1791.0	2427.0	668.0	1820.0	3294.0	647.0	1190.0	3187.0	2947.0	1008.0	4060.0	3210.0	1688.0	1289.0	1869.0	2705.0	10153.0	654.0	1314538.0	1653611.591144
sub-2_ses-34_T1w	2826.0	3610.0	2933.0	3025.0	2209.0	5647.0	3090.0	2154.0	1830.0	880.0	3247.0	3544.0	1223.0	3714.0	11216.0	17332.0	1478.0	2675.0	6271.0	2790.0	5673.0	5632.0	3102.0	6920.0	5972.0	6773.0	6019.0	4754.0	6794.0	6976.0	2588.0	1642.0	1099.0	6933.0	2076.0	1959.0	6474.0	8709.0	410.0	609.0	1464.0	3906.0	6736.0	3764.0	3495.0	1446.0	812.0	2371.0	2776.0	1854.0	734.0	5476.0	2093.0	3845.0	438.0	3531.0	1670.0	2415.0	732.0	1715.0	3217.0	618.0	1114.0	3279.0	2939.0	1062.0	3913.0	3258.0	1613.0	1233.0	1690.0	2724.0	9860.0	578.0	1292732.0	1670095.132907
sub-2_ses-35_T1w	3087.0	4244.0	3147.0	3239.0	1905.0	5765.0	3301.0	2224.0	1751.0	950.0	3564.0	4006.0	1227.0	3744.0	11309.0	18037.0	1665.0	2622.0	6558.0	2873.0	6055.0	5861.0	3361.0	6956.0	6179.0	6871.0	6127.0	5160.0	6823.0	6980.0	2873.0	1281.0	1209.0	6789.0	1975.0	1989.0	6465.0	9182.0	374.0	518.0	1481.0	3562.0	7137.0	3665.0	3553.0	1519.0	831.0	2418.0	2673.0	1752.0	864.0	5802.0	2284.0	4387.0	405.0	3568.0	1840.0	2422.0	852.0	1786.0	3052.0	669.0	1121.0	3029.0	2916.0	815.0	4159.0	3226.0	1683.0	1240.0	1788.0	2441.0	9893.0	625.0	1302889.0	1636225.221821
sub-2_ses-36_T1w	2912.0	4214.0	3100.0	3147.0	2017.0	5976.0	3555.0	2671.0	1686.0	874.0	3563.0	3713.0	1237.0	3839.0	12633.0	18174.0	1673.0	2601.0	6516.0	2906.0	5782.0	5741.0	3325.0	7342.0	6931.0	6815.0	6537.0	5055.0	7268.0	7006.0	2966.0	1422.0	1047.0	6989.0	1938.0	1948.0	7109.0	8809.0	362.0	728.0	1530.0	3632.0	6612.0	3745.0	3504.0	1624.0	808.0	2383.0	2663.0	1872.0	736.0	4973.0	2279.0	4176.0	423.0	3538.0	1640.0	2410.0	790.0	2002.0	3046.0	660.0	1217.0	3031.0	3115.0	863.0	4068.0	3268.0	1777.0	976.0	1898.0	2719.0	9697.0	572.0	1327908.0	1647698.579216
sub-2_ses-37_T1w	2718.0	4032.0	3042.0	3225.0	2055.0	5940.0	3362.0	2067.0	1697.0	895.0	3611.0	3741.0	1300.0	3841.0	11721.0	17781.0	1580.0	2734.0	6485.0	2841.0	5951.0	6521.0	3271.0	7024.0	6459.0	6480.0	6107.0	4783.0	6865.0	6869.0	3167.0	1641.0	1077.0	7461.0	1867.0	1947.0	6818.0	8540.0	416.0	642.0	1427.0	3347.0	6405.0	3745.0	3440.0	1486.0	839.0	2327.0	2676.0	1778.0	599.0	5450.0	2143.0	4120.0	477.0	3652.0	1760.0	2445.0	788.0	1680.0	3268.0	613.0	1036.0	2787.0	3065.0	962.0	4001.0	3276.0	1478.0	1149.0	1813.0	2643.0	9155.0	546.0	1313180.0	1647136.248558
sub-2_ses-38_T1w	3010.0	4077.0	3018.0	3274.0	1936.0	5654.0	3554.0	2105.0	1734.0	931.0	3493.0	3558.0	1238.0	3969.0	11669.0	18509.0	1741.0	2512.0	6334.0	2775.0	5951.0	5857.0	3431.0	7061.0	6413.0	6583.0	6099.0	5095.0	7069.0	6721.0	3326.0	1405.0	1155.0	6916.0	1883.0	1957.0	6726.0	8579.0	360.0	506.0	1405.0	3368.0	6449.0	3817.0	3322.0	1476.0	881.0	2315.0	2755.0	1799.0	797.0	5323.0	2164.0	4032.0	423.0	3500.0	1641.0	2388.0	727.0	1651.0	3199.0	629.0	1018.0	2870.0	2880.0	954.0	4085.0	3320.0	1602.0	1208.0	1811.0	2545.0	9107.0	656.0	1308214.0	1639297.80962
sub-2_ses-39_T1w	2890.0	3980.0	3045.0	3195.0	1773.0	5797.0	3362.0	2109.0	1712.0	978.0	3472.0	3591.0	1109.0	3789.0	12059.0	17656.0	1570.0	2667.0	6474.0	2954.0	5892.0	5948.0	3226.0	7247.0	6486.0	6747.0	6307.0	4987.0	7140.0	6761.0	3086.0	1449.0	1078.0	6656.0	2043.0	1888.0	6936.0	8674.0	353.0	608.0	1459.0	3273.0	6636.0	3769.0	3424.0	1452.0	894.0	2282.0	2599.0	1795.0	797.0	5414.0	2216.0	4308.0	405.0	3616.0	1694.0	2380.0	842.0	1727.0	3156.0	699.0	1210.0	2948.0	2989.0	775.0	3925.0	3121.0	1465.0	1142.0	1694.0	2607.0	9516.0	643.0	1314503.0	1634449.798608
sub-2_ses-40_T1w	2805.0	3960.0	2912.0	3069.0	1788.0	5640.0	3301.0	2125.0	1641.0	936.0	3399.0	3542.0	1211.0	3673.0	11677.0	17919.0	1441.0	2677.0	6453.0	2724.0	5634.0	5487.0	3050.0	7124.0	6417.0	6363.0	6132.0	4884.0	6913.0	6512.0	3091.0	1441.0	1067.0	6870.0	1897.0	1836.0	6786.0	8891.0	404.0	599.0	1393.0	3318.0	6003.0	3624.0	3210.0	1469.0	789.0	2328.0	2562.0	1933.0	730.0	5870.0	2556.0	3606.0	347.0	3322.0	1689.0	2325.0	737.0	1719.0	2855.0	637.0	1206.0	2817.0	2872.0	705.0	3658.0	3170.0	1671.0	835.0	1848.0	2571.0	9232.0	569.0	1317729.0	1640552.805757
