rh.aparc.a2009s.volume	rh_G_and_S_frontomargin_volume	rh_G_and_S_occipital_inf_volume	rh_G_and_S_paracentral_volume	rh_G_and_S_subcentral_volume	rh_G_and_S_transv_frontopol_volume	rh_G_and_S_cingul-Ant_volume	rh_G_and_S_cingul-Mid-Ant_volume	rh_G_and_S_cingul-Mid-Post_volume	rh_G_cingul-Post-dorsal_volume	rh_G_cingul-Post-ventral_volume	rh_G_cuneus_volume	rh_G_front_inf-Opercular_volume	rh_G_front_inf-Orbital_volume	rh_G_front_inf-Triangul_volume	rh_G_front_middle_volume	rh_G_front_sup_volume	rh_G_Ins_lg_and_S_cent_ins_volume	rh_G_insular_short_volume	rh_G_occipital_middle_volume	rh_G_occipital_sup_volume	rh_G_oc-temp_lat-fusifor_volume	rh_G_oc-temp_med-Lingual_volume	rh_G_oc-temp_med-Parahip_volume	rh_G_orbital_volume	rh_G_pariet_inf-Angular_volume	rh_G_pariet_inf-Supramar_volume	rh_G_parietal_sup_volume	rh_G_postcentral_volume	rh_G_precentral_volume	rh_G_precuneus_volume	rh_G_rectus_volume	rh_G_subcallosal_volume	rh_G_temp_sup-G_T_transv_volume	rh_G_temp_sup-Lateral_volume	rh_G_temp_sup-Plan_polar_volume	rh_G_temp_sup-Plan_tempo_volume	rh_G_temporal_inf_volume	rh_G_temporal_middle_volume	rh_Lat_Fis-ant-Horizont_volume	rh_Lat_Fis-ant-Vertical_volume	rh_Lat_Fis-post_volume	rh_Pole_occipital_volume	rh_Pole_temporal_volume	rh_S_calcarine_volume	rh_S_central_volume	rh_S_cingul-Marginalis_volume	rh_S_circular_insula_ant_volume	rh_S_circular_insula_inf_volume	rh_S_circular_insula_sup_volume	rh_S_collat_transv_ant_volume	rh_S_collat_transv_post_volume	rh_S_front_inf_volume	rh_S_front_middle_volume	rh_S_front_sup_volume	rh_S_interm_prim-Jensen_volume	rh_S_intrapariet_and_P_trans_volume	rh_S_oc_middle_and_Lunatus_volume	rh_S_oc_sup_and_transversal_volume	rh_S_occipital_ant_volume	rh_S_oc-temp_lat_volume	rh_S_oc-temp_med_and_Lingual_volume	rh_S_orbital_lateral_volume	rh_S_orbital_med-olfact_volume	rh_S_orbital-H_Shaped_volume	rh_S_parieto_occipital_volume	rh_S_pericallosal_volume	rh_S_postcentral_volume	rh_S_precentral-inf-part_volume	rh_S_precentral-sup-part_volume	rh_S_suborbital_volume	rh_S_subparietal_volume	rh_S_temporal_inf_volume	rh_S_temporal_sup_volume	rh_S_temporal_transverse_volume	BrainSegVolNotVent	eTIV
sub-2_ses-30_T1w	2520.0	2410.0	2687.0	3021.0	3568.0	7100.0	2570.0	2288.0	1342.0	722.0	3802.0	3568.0	1277.0	2269.0	9594.0	18588.0	1467.0	2113.0	5891.0	3283.0	5908.0	5550.0	3149.0	7958.0	8581.0	5827.0	5976.0	3767.0	5818.0	6585.0	2408.0	1043.0	879.0	5835.0	2013.0	1592.0	8478.0	8271.0	511.0	340.0	2052.0	5631.0	7969.0	2911.0	2931.0	1933.0	954.0	2136.0	2176.0	2331.0	612.0	2479.0	4367.0	4842.0	759.0	4866.0	869.0	2325.0	983.0	1952.0	2908.0	564.0	1473.0	3161.0	3477.0	920.0	2789.0	2574.0	2188.0	526.0	1841.0	2206.0	9852.0	448.0	1291758.0	1709080.824849
sub-2_ses-31_T1w	2489.0	2624.0	2805.0	3169.0	3181.0	6564.0	2851.0	2549.0	1336.0	663.0	3769.0	3703.0	1236.0	2545.0	9997.0	19802.0	1466.0	2287.0	5977.0	3249.0	5849.0	5349.0	3341.0	8243.0	8890.0	6312.0	6430.0	4195.0	6129.0	6806.0	2318.0	1048.0	914.0	6012.0	2041.0	1479.0	8947.0	8674.0	538.0	274.0	1946.0	5839.0	7821.0	2982.0	3003.0	1899.0	913.0	1892.0	2006.0	2517.0	702.0	2747.0	4538.0	5242.0	637.0	4860.0	871.0	2445.0	936.0	2096.0	2880.0	710.0	1452.0	3325.0	3688.0	1294.0	2866.0	2706.0	2123.0	558.0	1848.0	1995.0	10449.0	521.0	1310970.0	1636262.738909
sub-2_ses-32_T1w	2499.0	2479.0	2708.0	2970.0	3236.0	6661.0	2889.0	3085.0	1316.0	682.0	3909.0	3774.0	1177.0	2348.0	10050.0	19001.0	1843.0	2071.0	6007.0	3241.0	6031.0	5435.0	3270.0	8070.0	8591.0	6054.0	5901.0	4067.0	6111.0	6595.0	2422.0	1003.0	882.0	5850.0	1759.0	1542.0	8269.0	8332.0	576.0	272.0	2048.0	5836.0	7348.0	3106.0	3058.0	1990.0	980.0	1845.0	2110.0	2491.0	674.0	2813.0	4416.0	4777.0	558.0	5206.0	944.0	2445.0	1086.0	2217.0	3048.0	605.0	1388.0	3251.0	3724.0	1281.0	2964.0	2684.0	2271.0	514.0	1898.0	2243.0	10571.0	467.0	1304827.0	1630004.557942
sub-2_ses-33_T1w	2334.0	2583.0	2728.0	2973.0	3276.0	6843.0	2902.0	2353.0	1243.0	797.0	3643.0	3793.0	1240.0	2512.0	10660.0	19530.0	1661.0	2330.0	5917.0	3494.0	6713.0	5582.0	3357.0	8132.0	9678.0	6232.0	6204.0	4061.0	6236.0	7153.0	2294.0	1046.0	851.0	6103.0	1911.0	1655.0	8971.0	8636.0	597.0	305.0	2075.0	5687.0	7604.0	3252.0	3078.0	1866.0	903.0	2030.0	2047.0	1735.0	628.0	2644.0	4417.0	4568.0	519.0	5126.0	913.0	2424.0	827.0	2015.0	3108.0	493.0	1279.0	3184.0	3516.0	1098.0	2955.0	2775.0	2211.0	536.0	2020.0	2025.0	10065.0	471.0	1314538.0	1653611.591144
sub-2_ses-34_T1w	3110.0	2360.0	2504.0	3101.0	3480.0	6488.0	2520.0	2338.0	1263.0	734.0	3614.0	3820.0	1167.0	2396.0	9757.0	18530.0	1309.0	2665.0	5699.0	3108.0	5670.0	5477.0	3035.0	7976.0	8645.0	5928.0	5877.0	3843.0	5753.0	6502.0	2382.0	939.0	869.0	5974.0	1874.0	1500.0	8558.0	8167.0	523.0	315.0	1938.0	5483.0	7617.0	2917.0	3122.0	1894.0	978.0	2001.0	1937.0	2385.0	597.0	2363.0	4265.0	4833.0	653.0	4912.0	855.0	2285.0	976.0	2276.0	2861.0	665.0	1219.0	2983.0	3435.0	1002.0	2837.0	2356.0	1769.0	520.0	1999.0	2087.0	10032.0	448.0	1292732.0	1670095.132907
sub-2_ses-35_T1w	2497.0	2585.0	2721.0	3196.0	3091.0	6399.0	2875.0	2421.0	1345.0	711.0	3675.0	3642.0	1250.0	2478.0	10383.0	19517.0	1499.0	2210.0	5511.0	3182.0	6521.0	5403.0	3257.0	7600.0	8632.0	5864.0	6181.0	3984.0	5868.0	6619.0	2506.0	948.0	804.0	5938.0	1910.0	1664.0	8561.0	8126.0	495.0	297.0	2018.0	5657.0	7088.0	3037.0	3097.0	1974.0	907.0	2148.0	1984.0	1895.0	726.0	2441.0	4258.0	4915.0	622.0	4982.0	863.0	2346.0	937.0	2127.0	2994.0	422.0	1358.0	3117.0	3295.0	1077.0	2866.0	2628.0	2258.0	405.0	2054.0	2242.0	10343.0	478.0	1302889.0	1636225.221821
sub-2_ses-36_T1w	2798.0	2730.0	2798.0	3220.0	3110.0	7575.0	3068.0	2693.0	1383.0	621.0	4146.0	3682.0	1220.0	2289.0	10703.0	19180.0	1502.0	2202.0	5937.0	3392.0	6601.0	5278.0	3010.0	8297.0	9263.0	6205.0	6359.0	4422.0	6597.0	6869.0	2047.0	1343.0	875.0	6047.0	1926.0	1641.0	9448.0	8511.0	565.0	305.0	1978.0	5751.0	7077.0	3000.0	3090.0	1998.0	887.0	1863.0	2056.0	1856.0	653.0	2960.0	4786.0	5551.0	795.0	5085.0	966.0	2489.0	922.0	1970.0	2919.0	718.0	1354.0	3094.0	3784.0	1239.0	2855.0	2734.0	1850.0	706.0	2060.0	2207.0	9976.0	481.0	1327908.0	1647698.579216
sub-2_ses-37_T1w	2262.0	2472.0	2673.0	2989.0	3297.0	7062.0	2909.0	2371.0	1284.0	684.0	4010.0	3701.0	1163.0	2360.0	10740.0	18897.0	1518.0	2422.0	5469.0	3181.0	6250.0	5679.0	2987.0	7720.0	9032.0	5991.0	5960.0	3928.0	6098.0	6719.0	2333.0	925.0	876.0	5886.0	1673.0	1693.0	8718.0	8044.0	529.0	308.0	2054.0	5417.0	6957.0	2844.0	3142.0	2006.0	948.0	1993.0	2111.0	1838.0	541.0	2789.0	4456.0	4966.0	539.0	4938.0	818.0	2382.0	887.0	2062.0	2912.0	482.0	1318.0	3028.0	3219.0	958.0	3053.0	2645.0	2262.0	615.0	1865.0	2182.0	9701.0	448.0	1313180.0	1647136.248558
sub-2_ses-38_T1w	2489.0	2435.0	2782.0	3255.0	3459.0	6881.0	2872.0	2418.0	1345.0	674.0	4108.0	3612.0	1145.0	2347.0	10261.0	19596.0	1427.0	2420.0	5939.0	3325.0	6320.0	5476.0	3226.0	7863.0	8952.0	5819.0	5827.0	4129.0	5882.0	6018.0	2069.0	1007.0	889.0	5904.0	1901.0	1628.0	8581.0	8316.0	539.0	295.0	2054.0	5468.0	6885.0	3004.0	3080.0	2070.0	919.0	1975.0	2045.0	1883.0	658.0	2728.0	4433.0	5325.0	712.0	5044.0	882.0	2369.0	937.0	2180.0	2830.0	692.0	1346.0	2817.0	3288.0	1022.0	2900.0	2691.0	2197.0	552.0	2431.0	1948.0	9900.0	419.0	1308214.0	1639297.80962
sub-2_ses-39_T1w	2365.0	2531.0	2710.0	3079.0	3403.0	7168.0	2691.0	2403.0	1295.0	650.0	4107.0	3704.0	1431.0	2415.0	10511.0	18920.0	1389.0	2249.0	5605.0	3253.0	6490.0	5167.0	3098.0	7891.0	9034.0	6099.0	5806.0	4084.0	6107.0	6792.0	2011.0	1150.0	873.0	6155.0	2068.0	1462.0	8637.0	8217.0	457.0	272.0	1924.0	5575.0	7173.0	2779.0	3016.0	1881.0	885.0	2024.0	2088.0	1735.0	728.0	2568.0	4276.0	4966.0	528.0	5034.0	864.0	2486.0	876.0	1904.0	3024.0	600.0	1421.0	3096.0	3597.0	1121.0	2826.0	2613.0	2036.0	611.0	1863.0	2385.0	9846.0	459.0	1314503.0	1634449.798608
sub-2_ses-40_T1w	2391.0	2469.0	2573.0	3079.0	3407.0	7326.0	2793.0	2340.0	1333.0	629.0	3979.0	3712.0	1122.0	2430.0	10473.0	18261.0	1465.0	2118.0	5785.0	3226.0	6482.0	5310.0	2846.0	7657.0	8776.0	5737.0	5977.0	4006.0	5997.0	6645.0	2191.0	1024.0	830.0	5874.0	1988.0	1641.0	8942.0	7957.0	460.0	278.0	1862.0	5513.0	6968.0	2950.0	3018.0	1949.0	904.0	1921.0	2083.0	1956.0	556.0	2701.0	4193.0	4940.0	699.0	4921.0	899.0	2377.0	922.0	1934.0	2939.0	626.0	1333.0	3123.0	3333.0	939.0	2787.0	2371.0	2095.0	680.0	1846.0	2183.0	9875.0	413.0	1317729.0	1640552.805757
