lh.aparc.area	lh_bankssts_area	lh_caudalanteriorcingulate_area	lh_caudalmiddlefrontal_area	lh_cuneus_area	lh_entorhinal_area	lh_fusiform_area	lh_inferiorparietal_area	lh_inferiortemporal_area	lh_isthmuscingulate_area	lh_lateraloccipital_area	lh_lateralorbitofrontal_area	lh_lingual_area	lh_medialorbitofrontal_area	lh_middletemporal_area	lh_parahippocampal_area	lh_paracentral_area	lh_parsopercularis_area	lh_parsorbitalis_area	lh_parstriangularis_area	lh_pericalcarine_area	lh_postcentral_area	lh_posteriorcingulate_area	lh_precentral_area	lh_precuneus_area	lh_rostralanteriorcingulate_area	lh_rostralmiddlefrontal_area	lh_superiorfrontal_area	lh_superiorparietal_area	lh_superiortemporal_area	lh_supramarginal_area	lh_frontalpole_area	lh_temporalpole_area	lh_transversetemporal_area	lh_insula_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-2_ses-11_T1w.long.sub-2_base	1080.0	489.0	2170.0	1653.0	459.0	3479.0	5100.0	3368.0	1166.0	5680.0	3174.0	3480.0	2170.0	3481.0	604.0	1371.0	2308.0	825.0	1584.0	1628.0	4211.0	1119.0	4604.0	4347.0	1000.0	6495.0	8050.0	5423.0	4083.0	3683.0	323.0	526.0	429.0	2480.0	92038.3	1312811.0	1658297.590527
sub-2_ses-12_T1w.long.sub-2_base	1086.0	447.0	2156.0	1679.0	462.0	3464.0	4950.0	3343.0	1133.0	5682.0	3172.0	3361.0	2130.0	3458.0	611.0	1411.0	2281.0	792.0	1562.0	1616.0	4132.0	899.0	4543.0	4254.0	969.0	6405.0	7939.0	5345.0	4070.0	3638.0	315.0	535.0	425.0	2453.0	90716.1	1311567.0	1658297.590527
sub-2_ses-13_T1w.long.sub-2_base	1084.0	501.0	2145.0	1654.0	466.0	3494.0	5033.0	3392.0	1165.0	5680.0	3193.0	3443.0	2214.0	3508.0	610.0	1361.0	2291.0	803.0	1579.0	1631.0	4153.0	1108.0	4586.0	4324.0	983.0	6489.0	8069.0	5372.0	4120.0	3691.0	327.0	529.0	446.0	2531.0	91973.0	1312075.0	1658297.590527
sub-2_ses-14_T1w.long.sub-2_base	1079.0	484.0	2146.0	1650.0	485.0	3502.0	5034.0	3372.0	1159.0	5705.0	3181.0	3410.0	2181.0	3486.0	616.0	1388.0	2259.0	812.0	1572.0	1636.0	4132.0	1100.0	4599.0	4298.0	976.0	6464.0	8049.0	5378.0	4065.0	3681.0	307.0	506.0	426.0	2417.0	91555.9	1302504.0	1658297.590527
sub-2_ses-15_T1w.long.sub-2_base	1083.0	454.0	2127.0	1690.0	479.0	3509.0	4979.0	3411.0	1162.0	5679.0	3134.0	3445.0	2158.0	3525.0	611.0	1364.0	2260.0	815.0	1564.0	1606.0	4068.0	941.0	4553.0	4316.0	988.0	6393.0	8040.0	5320.0	4051.0	3648.0	315.0	533.0	444.0	2427.0	91092.3	1309106.0	1658297.590527
sub-2_ses-16_T1w.long.sub-2_base	1081.0	483.0	2154.0	1651.0	464.0	3448.0	5033.0	3398.0	1160.0	5709.0	3170.0	3368.0	2181.0	3484.0	600.0	1342.0	2302.0	826.0	1606.0	1621.0	4173.0	1111.0	4627.0	4323.0	953.0	6498.0	8078.0	5377.0	4077.0	3672.0	313.0	493.0	411.0	2430.0	91617.7	1302681.0	1658297.590527
sub-2_ses-17_T1w.long.sub-2_base	1086.0	483.0	2145.0	1620.0	462.0	3427.0	4981.0	3374.0	1147.0	5640.0	3181.0	3354.0	2142.0	3479.0	601.0	1352.0	2272.0	825.0	1552.0	1613.0	4062.0	920.0	4551.0	4301.0	961.0	6426.0	7970.0	5334.0	4077.0	3645.0	308.0	519.0	430.0	2472.0	90713.6	1308567.0	1658297.590527
sub-2_ses-18_T1w.long.sub-2_base	1079.0	531.0	2164.0	1651.0	529.0	3492.0	5022.0	3387.0	1163.0	5693.0	3175.0	3392.0	2246.0	3455.0	607.0	1348.0	2277.0	816.0	1620.0	1629.0	4164.0	1118.0	4661.0	4315.0	1022.0	6552.0	8154.0	5384.0	4083.0	3661.0	324.0	564.0	427.0	2464.0	92168.0	1311290.0	1658297.590527
sub-2_ses-19_T1w.long.sub-2_base	1082.0	499.0	2130.0	1657.0	465.0	3498.0	5002.0	3381.0	1176.0	5616.0	3233.0	3365.0	2239.0	3489.0	600.0	1348.0	2299.0	805.0	1587.0	1618.0	4108.0	1082.0	4537.0	4333.0	967.0	6506.0	8068.0	5367.0	4086.0	3696.0	323.0	546.0	412.0	2525.0	91643.8	1300890.0	1658297.590527
sub-2_ses-20_T1w.long.sub-2_base	1081.0	521.0	2161.0	1658.0	480.0	3477.0	4993.0	3393.0	1188.0	5762.0	3196.0	3476.0	2182.0	3493.0	612.0	1379.0	2302.0	815.0	1599.0	1653.0	4190.0	1114.0	4672.0	4344.0	998.0	6555.0	8181.0	5377.0	4108.0	3664.0	321.0	567.0	432.0	2417.0	92359.5	1317406.0	1658297.590527
sub-2_ses-21_T1w.long.sub-2_base	1077.0	488.0	2162.0	1622.0	453.0	3430.0	5011.0	3343.0	1161.0	5708.0	3127.0	3407.0	2129.0	3423.0	608.0	1349.0	2276.0	810.0	1574.0	1598.0	4124.0	990.0	4565.0	4282.0	989.0	6408.0	8078.0	5328.0	4040.0	3655.0	319.0	483.0	425.0	2417.0	90863.2	1313591.0	1658297.590527
sub-2_ses-22_T1w.long.sub-2_base	1078.0	495.0	2138.0	1702.0	463.0	3469.0	5148.0	3410.0	1184.0	5771.0	3226.0	3441.0	2217.0	3468.0	615.0	1417.0	2277.0	833.0	1593.0	1642.0	4269.0	1116.0	4608.0	4309.0	987.0	6516.0	8024.0	5511.0	4129.0	3692.0	325.0	529.0	426.0	2424.0	92452.9	1305368.0	1658297.590527
sub-2_ses-23_T1w.long.sub-2_base	1075.0	460.0	2156.0	1640.0	512.0	3453.0	5041.0	3424.0	1185.0	5694.0	3190.0	3454.0	2264.0	3523.0	627.0	1387.0	2304.0	823.0	1590.0	1594.0	4214.0	991.0	4680.0	4358.0	934.0	6569.0	8129.0	5414.0	4084.0	3703.0	325.0	451.0	430.0	2454.0	92133.1	1310886.0	1658297.590527
sub-2_ses-24_T1w.long.sub-2_base	1075.0	481.0	2137.0	1642.0	440.0	3446.0	4976.0	3388.0	1170.0	5674.0	3119.0	3408.0	2184.0	3491.0	603.0	1390.0	2276.0	807.0	1558.0	1600.0	4102.0	1073.0	4597.0	4294.0	967.0	6439.0	7943.0	5372.0	4135.0	3673.0	320.0	535.0	423.0	2529.0	91263.1	1303778.0	1658297.590527
sub-2_ses-25_T1w.long.sub-2_base	1081.0	472.0	2130.0	1622.0	463.0	3397.0	4906.0	3353.0	1149.0	5630.0	3102.0	3339.0	2140.0	3436.0	610.0	1336.0	2252.0	793.0	1548.0	1592.0	4098.0	921.0	4561.0	4265.0	954.0	6481.0	7962.0	5305.0	4047.0	3643.0	328.0	544.0	418.0	2445.0	90325.7	1302173.0	1658297.590527
sub-2_ses-26_T1w.long.sub-2_base	1080.0	481.0	2163.0	1673.0	478.0	3482.0	5033.0	3404.0	1180.0	5700.0	3165.0	3449.0	2207.0	3482.0	618.0	1365.0	2293.0	825.0	1590.0	1616.0	4201.0	957.0	4673.0	4332.0	987.0	6557.0	8118.0	5384.0	4078.0	3663.0	325.0	531.0	438.0	2475.0	92002.3	1314109.0	1658297.590527
sub-2_ses-27_T1w.long.sub-2_base	1077.0	484.0	2153.0	1690.0	460.0	3409.0	5006.0	3310.0	1151.0	5646.0	3112.0	3394.0	2114.0	3473.0	606.0	1372.0	2263.0	803.0	1560.0	1609.0	4112.0	1075.0	4582.0	4322.0	967.0	6375.0	8005.0	5395.0	4085.0	3664.0	317.0	518.0	431.0	2413.0	90952.6	1303584.0	1658297.590527
sub-2_ses-28_T1w.long.sub-2_base	1078.0	469.0	2154.0	1656.0	484.0	3461.0	5005.0	3417.0	1157.0	5684.0	3194.0	3418.0	2173.0	3470.0	619.0	1358.0	2289.0	816.0	1580.0	1630.0	4121.0	1084.0	4631.0	4320.0	991.0	6546.0	8082.0	5386.0	4077.0	3656.0	328.0	537.0	430.0	2525.0	91827.7	1302591.0	1658297.590527
sub-2_ses-29_T1w.long.sub-2_base	1081.0	507.0	2132.0	1641.0	471.0	3463.0	4989.0	3393.0	1182.0	5603.0	3159.0	3425.0	2149.0	3489.0	613.0	1393.0	2296.0	824.0	1590.0	1634.0	4152.0	1109.0	4639.0	4325.0	999.0	6453.0	8081.0	5402.0	4081.0	3705.0	319.0	537.0	443.0	2433.0	91712.9	1314804.0	1658297.590527
sub-2_ses-30_T1w.long.sub-2_base	1087.0	482.0	2118.0	1640.0	449.0	3428.0	4969.0	3353.0	1147.0	5610.0	3139.0	3366.0	2129.0	3484.0	606.0	1338.0	2233.0	804.0	1530.0	1613.0	4058.0	1053.0	4536.0	4313.0	997.0	6425.0	7998.0	5370.0	4058.0	3667.0	318.0	515.0	424.0	2481.0	90737.1	1300797.0	1658297.590527
sub-2_ses-31_T1w.long.sub-2_base	1079.0	518.0	2160.0	1649.0	495.0	3439.0	5040.0	3407.0	1174.0	5695.0	3200.0	3452.0	2152.0	3465.0	619.0	1380.0	2281.0	822.0	1592.0	1642.0	4174.0	1119.0	4670.0	4293.0	997.0	6507.0	8070.0	5387.0	4081.0	3679.0	324.0	560.0	438.0	2433.0	91992.6	1313545.0	1658297.590527
sub-2_ses-32_T1w.long.sub-2_base	1077.0	504.0	2167.0	1632.0	494.0	3476.0	4984.0	3366.0	1174.0	5625.0	3228.0	3415.0	2226.0	3485.0	603.0	1369.0	2278.0	831.0	1606.0	1623.0	4139.0	974.0	4631.0	4327.0	1007.0	6506.0	8041.0	5407.0	4139.0	3670.0	331.0	479.0	433.0	2459.0	91706.6	1300784.0	1658297.590527
sub-2_ses-33_T1w.long.sub-2_base	1082.0	474.0	2184.0	1648.0	476.0	3495.0	5005.0	3405.0	1182.0	5708.0	3175.0	3387.0	2161.0	3521.0	600.0	1347.0	2305.0	835.0	1600.0	1627.0	4208.0	1105.0	4640.0	4378.0	993.0	6511.0	8117.0	5459.0	4100.0	3718.0	321.0	538.0	431.0	2455.0	92189.6	1317159.0	1658297.590527
sub-2_ses-34_T1w.long.sub-2_base	1084.0	498.0	2139.0	1625.0	511.0	3494.0	5005.0	3369.0	1174.0	5650.0	3180.0	3404.0	2221.0	3460.0	609.0	1348.0	2269.0	804.0	1542.0	1608.0	4140.0	1089.0	4565.0	4312.0	990.0	6417.0	7985.0	5347.0	4070.0	3682.0	323.0	537.0	428.0	2474.0	91352.0	1299097.0	1658297.590527
sub-2_ses-35_T1w.long.sub-2_base	1079.0	503.0	2152.0	1624.0	434.0	3487.0	5050.0	3435.0	1161.0	5711.0	3204.0	3394.0	2263.0	3499.0	608.0	1357.0	2267.0	830.0	1586.0	1622.0	4151.0	1114.0	4597.0	4327.0	963.0	6465.0	8026.0	5429.0	4155.0	3701.0	322.0	513.0	434.0	2575.0	92039.7	1303836.0	1658297.590527
sub-2_ses-36_T1w.long.sub-2_base	1079.0	506.0	2161.0	1647.0	474.0	3406.0	4969.0	3346.0	1182.0	5789.0	3066.0	3360.0	2313.0	3413.0	596.0	1339.0	2269.0	805.0	1557.0	1580.0	4203.0	1105.0	4574.0	4297.0	1010.0	6495.0	8095.0	5373.0	4088.0	3679.0	310.0	531.0	408.0	2497.0	91521.9	1323633.0	1658297.590527
sub-2_ses-37_T1w.long.sub-2_base	1073.0	485.0	2142.0	1604.0	459.0	3394.0	4989.0	3272.0	1160.0	5823.0	3086.0	3306.0	2248.0	3421.0	596.0	1336.0	2282.0	813.0	1574.0	1535.0	4114.0	917.0	4580.0	4268.0	999.0	6471.0	8011.0	5298.0	4063.0	3627.0	315.0	502.0	409.0	2409.0	90580.0	1321000.0	1658297.590527
sub-2_ses-38_T1w.long.sub-2_base	1065.0	481.0	2138.0	1643.0	470.0	3424.0	4954.0	3322.0	1176.0	5821.0	3072.0	3365.0	2198.0	3437.0	605.0	1377.0	2272.0	785.0	1570.0	1576.0	4177.0	1074.0	4545.0	4325.0	986.0	6392.0	8060.0	5336.0	4105.0	3699.0	306.0	486.0	425.0	2416.0	91084.2	1326947.0	1658297.590527
sub-2_ses-39_T1w.long.sub-2_base	1079.0	497.0	2126.0	1605.0	475.0	3376.0	5002.0	3279.0	1143.0	5782.0	3066.0	3251.0	2220.0	3411.0	602.0	1340.0	2279.0	779.0	1546.0	1559.0	4137.0	1088.0	4490.0	4266.0	989.0	6425.0	7912.0	5297.0	4034.0	3651.0	320.0	550.0	421.0	2459.0	90452.8	1320308.0	1658297.590527
sub-2_ses-40_T1w.long.sub-2_base	1077.0	457.0	2135.0	1649.0	482.0	3394.0	4868.0	3334.0	1138.0	5712.0	3033.0	3385.0	2162.0	3463.0	594.0	1345.0	2251.0	781.0	1533.0	1596.0	4153.0	928.0	4530.0	4288.0	976.0	6260.0	8022.0	5363.0	4084.0	3625.0	313.0	517.0	418.0	2476.0	90338.5	1308764.0	1658297.590527
