rh.aparc.DKTatlas.volume	rh_caudalanteriorcingulate_volume	rh_caudalmiddlefrontal_volume	rh_cuneus_volume	rh_entorhinal_volume	rh_fusiform_volume	rh_inferiorparietal_volume	rh_inferiortemporal_volume	rh_isthmuscingulate_volume	rh_lateraloccipital_volume	rh_lateralorbitofrontal_volume	rh_lingual_volume	rh_medialorbitofrontal_volume	rh_middletemporal_volume	rh_parahippocampal_volume	rh_paracentral_volume	rh_parsopercularis_volume	rh_parsorbitalis_volume	rh_parstriangularis_volume	rh_pericalcarine_volume	rh_postcentral_volume	rh_posteriorcingulate_volume	rh_precentral_volume	rh_precuneus_volume	rh_rostralanteriorcingulate_volume	rh_rostralmiddlefrontal_volume	rh_superiorfrontal_volume	rh_superiorparietal_volume	rh_superiortemporal_volume	rh_supramarginal_volume	rh_transversetemporal_volume	rh_insula_volume	BrainSegVolNotVent	eTIV
sub-2_ses-11_T1w.long.sub-2_base	2622.0	6143.0	4803.0	2020.0	9636.0	17664.0	15175.0	2254.0	12962.0	11266.0	8260.0	6495.0	14403.0	2050.0	4666.0	5260.0	2591.0	4426.0	2678.0	10928.0	2985.0	13400.0	12776.0	3091.0	13622.0	32546.0	13871.0	17668.0	10296.0	989.0	6588.0	1312811.0	1658297.590527
sub-2_ses-12_T1w.long.sub-2_base	2588.0	6000.0	4957.0	2046.0	9752.0	17536.0	15262.0	2300.0	12726.0	10923.0	8285.0	6354.0	14406.0	2014.0	4492.0	5242.0	2629.0	4484.0	2599.0	10414.0	2786.0	13020.0	12511.0	3070.0	13772.0	32470.0	13437.0	17593.0	10226.0	994.0	6729.0	1311567.0	1658297.590527
sub-2_ses-13_T1w.long.sub-2_base	2639.0	6077.0	4893.0	1974.0	9666.0	17953.0	15228.0	2216.0	12968.0	11118.0	8191.0	6404.0	14563.0	2075.0	4588.0	5249.0	2560.0	4435.0	2555.0	10920.0	2966.0	13382.0	12717.0	3054.0	13631.0	32454.0	13796.0	17691.0	10379.0	993.0	6595.0	1312075.0	1658297.590527
sub-2_ses-14_T1w.long.sub-2_base	2605.0	5899.0	4684.0	2069.0	9655.0	17485.0	14991.0	2445.0	12525.0	10918.0	8190.0	6288.0	14411.0	2058.0	4547.0	5213.0	2559.0	4426.0	2576.0	10746.0	3032.0	13133.0	12545.0	3036.0	13143.0	31952.0	13549.0	17385.0	10199.0	996.0	6607.0	1302504.0	1658297.590527
sub-2_ses-15_T1w.long.sub-2_base	2588.0	6033.0	4732.0	1954.0	9659.0	17735.0	15182.0	2275.0	12729.0	10893.0	8115.0	6326.0	14320.0	1985.0	4382.0	5277.0	2666.0	4486.0	2431.0	10557.0	2931.0	13170.0	12343.0	3085.0	13479.0	32145.0	13432.0	17546.0	10246.0	980.0	6633.0	1309106.0	1658297.590527
sub-2_ses-16_T1w.long.sub-2_base	2781.0	6082.0	4904.0	2029.0	9737.0	17929.0	15349.0	2281.0	13138.0	10941.0	8176.0	6348.0	14551.0	2057.0	4719.0	5298.0	2550.0	4440.0	2471.0	10899.0	3320.0	13354.0	12886.0	3097.0	13600.0	32207.0	13976.0	17504.0	10370.0	985.0	6625.0	1302681.0	1658297.590527
sub-2_ses-17_T1w.long.sub-2_base	2649.0	5994.0	4656.0	1982.0	9703.0	17532.0	15207.0	2332.0	12841.0	11104.0	8284.0	6391.0	14394.0	2103.0	4549.0	5223.0	2631.0	4479.0	2624.0	10622.0	2909.0	13174.0	12643.0	3123.0	13632.0	32546.0	13485.0	17589.0	10350.0	992.0	6766.0	1308567.0	1658297.590527
sub-2_ses-18_T1w.long.sub-2_base	2852.0	6152.0	4820.0	1974.0	9783.0	17786.0	15373.0	2263.0	12992.0	10981.0	8133.0	6263.0	14428.0	2124.0	4699.0	5251.0	2583.0	4470.0	2513.0	10937.0	3228.0	13161.0	12831.0	3134.0	13595.0	32382.0	13945.0	17412.0	10368.0	1014.0	6612.0	1311290.0	1658297.590527
sub-2_ses-19_T1w.long.sub-2_base	2624.0	5988.0	4896.0	2000.0	9638.0	17697.0	15293.0	2293.0	12838.0	10996.0	8196.0	6335.0	14509.0	2079.0	4503.0	5185.0	2600.0	4457.0	2516.0	10618.0	3065.0	13066.0	12533.0	3088.0	13482.0	32044.0	13496.0	17627.0	10289.0	1012.0	6586.0	1300890.0	1658297.590527
sub-2_ses-20_T1w.long.sub-2_base	2814.0	6205.0	4909.0	2071.0	9815.0	17964.0	15380.0	2293.0	13176.0	11184.0	8389.0	6459.0	14661.0	2057.0	4748.0	5311.0	2586.0	4534.0	2655.0	11088.0	3205.0	13405.0	12812.0	3094.0	13837.0	32868.0	13956.0	17621.0	10409.0	988.0	6650.0	1317406.0	1658297.590527
sub-2_ses-21_T1w.long.sub-2_base	2598.0	6059.0	4850.0	2026.0	9727.0	17608.0	15363.0	2258.0	13020.0	11063.0	8087.0	6400.0	14585.0	2026.0	4602.0	5272.0	2612.0	4406.0	2253.0	10549.0	2982.0	13139.0	12538.0	3112.0	13609.0	32535.0	13437.0	17522.0	10253.0	1010.0	6697.0	1313591.0	1658297.590527
sub-2_ses-22_T1w.long.sub-2_base	2762.0	5878.0	4896.0	1938.0	9677.0	17756.0	15176.0	2250.0	12889.0	11053.0	8261.0	6248.0	14352.0	2088.0	4498.0	5060.0	2512.0	4307.0	2545.0	10762.0	3239.0	12998.0	12648.0	3120.0	13086.0	31991.0	13686.0	17347.0	10172.0	986.0	6613.0	1305368.0	1658297.590527
sub-2_ses-23_T1w.long.sub-2_base	2647.0	6139.0	4874.0	1889.0	9602.0	17759.0	15091.0	2261.0	12917.0	10763.0	8187.0	6303.0	14432.0	2050.0	4641.0	5264.0	2560.0	4446.0	2629.0	11010.0	2905.0	13229.0	12705.0	3128.0	13540.0	32374.0	13884.0	17608.0	10350.0	990.0	6569.0	1310886.0	1658297.590527
sub-2_ses-24_T1w.long.sub-2_base	2643.0	6016.0	4682.0	2089.0	9698.0	17618.0	15243.0	2282.0	12798.0	11271.0	8392.0	6406.0	14449.0	2071.0	4611.0	5184.0	2553.0	4362.0	2659.0	10734.0	3072.0	13143.0	12652.0	3130.0	13248.0	32222.0	13635.0	17339.0	10310.0	985.0	6701.0	1303778.0	1658297.590527
sub-2_ses-25_T1w.long.sub-2_base	2595.0	5873.0	4839.0	2032.0	9695.0	17485.0	15226.0	2252.0	12864.0	10919.0	8215.0	6373.0	14419.0	2102.0	4454.0	5169.0	2561.0	4355.0	2559.0	10563.0	2946.0	12973.0	12512.0	3133.0	13247.0	32129.0	13307.0	17418.0	10156.0	988.0	6712.0	1302173.0	1658297.590527
sub-2_ses-26_T1w.long.sub-2_base	2569.0	6087.0	4740.0	2027.0	9648.0	17783.0	15164.0	2284.0	12994.0	10686.0	8299.0	6348.0	14558.0	2033.0	4633.0	5260.0	2570.0	4439.0	2654.0	10941.0	2968.0	13270.0	12733.0	3076.0	13663.0	32292.0	13848.0	17663.0	10276.0	1001.0	6619.0	1314109.0	1658297.590527
sub-2_ses-27_T1w.long.sub-2_base	2593.0	5980.0	4722.0	2034.0	9595.0	17797.0	15032.0	2311.0	12794.0	11124.0	8276.0	6317.0	14305.0	2094.0	4524.0	5247.0	2644.0	4403.0	2697.0	10884.0	2956.0	13218.0	12728.0	3125.0	13108.0	31933.0	13894.0	17446.0	10325.0	983.0	6688.0	1303584.0	1658297.590527
sub-2_ses-28_T1w.long.sub-2_base	2635.0	5975.0	4656.0	2056.0	9655.0	17442.0	14975.0	2254.0	12828.0	11049.0	8289.0	6382.0	14261.0	2070.0	4555.0	5167.0	2541.0	4440.0	2636.0	10655.0	2949.0	13145.0	12679.0	3130.0	13300.0	31934.0	13657.0	17463.0	10253.0	975.0	6553.0	1302591.0	1658297.590527
sub-2_ses-29_T1w.long.sub-2_base	2644.0	6088.0	4854.0	2111.0	9679.0	17647.0	15214.0	2310.0	13008.0	10957.0	8374.0	6420.0	14491.0	2083.0	4623.0	5244.0	2576.0	4406.0	2616.0	10896.0	3094.0	13173.0	12753.0	3101.0	13449.0	32446.0	13819.0	17413.0	10309.0	996.0	6628.0	1314804.0	1658297.590527
sub-2_ses-30_T1w.long.sub-2_base	2633.0	5993.0	4688.0	2076.0	9709.0	17746.0	15171.0	2275.0	12708.0	10955.0	8209.0	6397.0	14472.0	2047.0	4404.0	5250.0	2603.0	4398.0	2540.0	10557.0	2883.0	13060.0	12492.0	3143.0	13358.0	32255.0	13491.0	17561.0	10199.0	981.0	6647.0	1300797.0	1658297.590527
sub-2_ses-31_T1w.long.sub-2_base	2635.0	6088.0	4771.0	2001.0	9756.0	17865.0	15344.0	2282.0	12952.0	11057.0	8384.0	6395.0	14631.0	2063.0	4639.0	5258.0	2620.0	4417.0	2727.0	10899.0	3078.0	13315.0	12728.0	3121.0	13676.0	32496.0	13901.0	17655.0	10400.0	1016.0	6673.0	1313545.0	1658297.590527
sub-2_ses-32_T1w.long.sub-2_base	2627.0	6016.0	4861.0	2054.0	9755.0	17270.0	15107.0	2272.0	12854.0	11027.0	8367.0	6373.0	14260.0	2005.0	4576.0	5236.0	2569.0	4359.0	2687.0	10793.0	3036.0	13105.0	12478.0	3078.0	13275.0	31822.0	13549.0	17449.0	10173.0	973.0	6645.0	1300784.0	1658297.590527
sub-2_ses-33_T1w.long.sub-2_base	2658.0	6177.0	4812.0	2052.0	9738.0	17922.0	15308.0	2277.0	13022.0	10822.0	8339.0	6339.0	14561.0	2074.0	4653.0	5314.0	2618.0	4445.0	2735.0	11112.0	2920.0	13405.0	12737.0	3083.0	13780.0	32407.0	13925.0	17632.0	10554.0	995.0	6662.0	1317159.0	1658297.590527
sub-2_ses-34_T1w.long.sub-2_base	2614.0	5875.0	4692.0	1971.0	9589.0	17586.0	15130.0	2278.0	12871.0	11193.0	8160.0	6357.0	14418.0	2082.0	4436.0	5138.0	2590.0	4367.0	2616.0	10592.0	2941.0	13153.0	12473.0	3085.0	13305.0	31630.0	13558.0	17417.0	10182.0	1003.0	6596.0	1299097.0	1658297.590527
sub-2_ses-35_T1w.long.sub-2_base	2695.0	6029.0	4693.0	1867.0	9636.0	17530.0	15076.0	2299.0	12808.0	10923.0	8273.0	6376.0	14387.0	2059.0	4541.0	5214.0	2505.0	4401.0	2511.0	10690.0	2963.0	13201.0	12654.0	3052.0	13403.0	32363.0	13673.0	17661.0	10282.0	981.0	6659.0	1303836.0	1658297.590527
sub-2_ses-36_T1w.long.sub-2_base	2736.0	6399.0	5160.0	1989.0	9614.0	18037.0	15148.0	2245.0	12940.0	11221.0	8038.0	6699.0	14317.0	2030.0	4736.0	5218.0	2472.0	4435.0	2472.0	11294.0	3260.0	13738.0	12751.0	3113.0	13777.0	33104.0	14046.0	17406.0	10501.0	976.0	6554.0	1323633.0	1658297.590527
sub-2_ses-37_T1w.long.sub-2_base	2633.0	6241.0	4975.0	2151.0	9716.0	17676.0	15035.0	2288.0	12818.0	11137.0	8150.0	6612.0	14217.0	2041.0	4628.0	5151.0	2547.0	4334.0	2491.0	11061.0	2946.0	13540.0	12691.0	3181.0	13268.0	32602.0	13874.0	17427.0	10295.0	1001.0	6607.0	1321000.0	1658297.590527
sub-2_ses-38_T1w.long.sub-2_base	2693.0	6364.0	5028.0	1973.0	9839.0	18171.0	15140.0	2214.0	12924.0	11078.0	7946.0	6728.0	14485.0	2030.0	4660.0	5277.0	2522.0	4427.0	2348.0	11169.0	3045.0	13663.0	12627.0	3165.0	13805.0	33020.0	13972.0	17764.0	10502.0	988.0	6575.0	1326947.0	1658297.590527
sub-2_ses-39_T1w.long.sub-2_base	2632.0	6281.0	5162.0	2008.0	9701.0	17944.0	15216.0	2300.0	13082.0	11264.0	8035.0	6737.0	14551.0	2028.0	4620.0	5141.0	2521.0	4328.0	2455.0	11043.0	3045.0	13513.0	12713.0	3143.0	13449.0	32610.0	14010.0	17608.0	10415.0	1008.0	6493.0	1320308.0	1658297.590527
sub-2_ses-40_T1w.long.sub-2_base	2655.0	6284.0	4634.0	1842.0	9596.0	17674.0	14902.0	2262.0	12533.0	10827.0	7924.0	6700.0	14180.0	2035.0	4316.0	5118.0	2485.0	4321.0	2481.0	10988.0	2836.0	13165.0	12340.0	3160.0	13306.0	32289.0	13535.0	17058.0	10275.0	985.0	6670.0	1308764.0	1658297.590527
