lh.aparc.a2009s.area	lh_G_and_S_frontomargin_area	lh_G_and_S_occipital_inf_area	lh_G_and_S_paracentral_area	lh_G_and_S_subcentral_area	lh_G_and_S_transv_frontopol_area	lh_G_and_S_cingul-Ant_area	lh_G_and_S_cingul-Mid-Ant_area	lh_G_and_S_cingul-Mid-Post_area	lh_G_cingul-Post-dorsal_area	lh_G_cingul-Post-ventral_area	lh_G_cuneus_area	lh_G_front_inf-Opercular_area	lh_G_front_inf-Orbital_area	lh_G_front_inf-Triangul_area	lh_G_front_middle_area	lh_G_front_sup_area	lh_G_Ins_lg_and_S_cent_ins_area	lh_G_insular_short_area	lh_G_occipital_middle_area	lh_G_occipital_sup_area	lh_G_oc-temp_lat-fusifor_area	lh_G_oc-temp_med-Lingual_area	lh_G_oc-temp_med-Parahip_area	lh_G_orbital_area	lh_G_pariet_inf-Angular_area	lh_G_pariet_inf-Supramar_area	lh_G_parietal_sup_area	lh_G_postcentral_area	lh_G_precentral_area	lh_G_precuneus_area	lh_G_rectus_area	lh_G_subcallosal_area	lh_G_temp_sup-G_T_transv_area	lh_G_temp_sup-Lateral_area	lh_G_temp_sup-Plan_polar_area	lh_G_temp_sup-Plan_tempo_area	lh_G_temporal_inf_area	lh_G_temporal_middle_area	lh_Lat_Fis-ant-Horizont_area	lh_Lat_Fis-ant-Vertical_area	lh_Lat_Fis-post_area	lh_Pole_occipital_area	lh_Pole_temporal_area	lh_S_calcarine_area	lh_S_central_area	lh_S_cingul-Marginalis_area	lh_S_circular_insula_ant_area	lh_S_circular_insula_inf_area	lh_S_circular_insula_sup_area	lh_S_collat_transv_ant_area	lh_S_collat_transv_post_area	lh_S_front_inf_area	lh_S_front_middle_area	lh_S_front_sup_area	lh_S_interm_prim-Jensen_area	lh_S_intrapariet_and_P_trans_area	lh_S_oc_middle_and_Lunatus_area	lh_S_oc_sup_and_transversal_area	lh_S_occipital_ant_area	lh_S_oc-temp_lat_area	lh_S_oc-temp_med_and_Lingual_area	lh_S_orbital_lateral_area	lh_S_orbital_med-olfact_area	lh_S_orbital-H_Shaped_area	lh_S_parieto_occipital_area	lh_S_pericallosal_area	lh_S_postcentral_area	lh_S_precentral-inf-part_area	lh_S_precentral-sup-part_area	lh_S_suborbital_area	lh_S_subparietal_area	lh_S_temporal_inf_area	lh_S_temporal_sup_area	lh_S_temporal_transverse_area	lh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV
sub-2_ses-31_T1w.long.sub-2_base	990.0	1337.0	1147.0	1052.0	551.0	1882.0	1308.0	877.0	482.0	254.0	1554.0	994.0	339.0	1070.0	3108.0	5281.0	437.0	573.0	1913.0	1104.0	1465.0	2404.0	761.0	2034.0	2014.0	1775.0	2001.0	1611.0	1658.0	2113.0	835.0	549.0	324.0	1422.0	502.0	650.0	1608.0	1924.0	184.0	250.0	797.0	1452.0	1295.0	2111.0	2016.0	722.0	364.0	1107.0	1211.0	778.0	412.0	2338.0	1101.0	1642.0	236.0	1939.0	1002.0	1243.0	352.0	714.0	1455.0	352.0	575.0	1245.0	1394.0	797.0	1852.0	1434.0	663.0	513.0	910.0	1282.0	4075.0	272.0	91992.6	1313545.0	1658297.590527
sub-2_ses-32_T1w.long.sub-2_base	992.0	1322.0	1147.0	1057.0	554.0	1916.0	1290.0	831.0	491.0	254.0	1525.0	996.0	341.0	1092.0	3118.0	5224.0	485.0	570.0	1875.0	1110.0	1477.0	2349.0	733.0	2070.0	1975.0	1786.0	1999.0	1573.0	1665.0	2122.0	873.0	589.0	324.0	1477.0	499.0	652.0	1586.0	1932.0	188.0	245.0	786.0	1430.0	1217.0	2106.0	1987.0	734.0	361.0	1100.0	1200.0	779.0	421.0	2326.0	1081.0	1651.0	236.0	1947.0	996.0	1243.0	357.0	711.0	1467.0	344.0	590.0	1242.0	1404.0	699.0	1872.0	1411.0	656.0	499.0	920.0	1288.0	4070.0	272.0	91706.6	1300784.0	1658297.590527
sub-2_ses-33_T1w.long.sub-2_base	997.0	1340.0	1148.0	1053.0	553.0	1910.0	1312.0	857.0	484.0	258.0	1548.0	1011.0	330.0	1080.0	3137.0	5276.0	464.0	583.0	1898.0	1115.0	1514.0	2341.0	731.0	2029.0	2014.0	1839.0	2060.0	1654.0	1703.0	2179.0	830.0	558.0	322.0	1434.0	508.0	659.0	1601.0	1953.0	206.0	253.0	793.0	1475.0	1278.0	2123.0	1950.0	726.0	365.0	1093.0	1201.0	753.0	416.0	2317.0	1096.0	1636.0	232.0	1931.0	996.0	1235.0	351.0	721.0	1444.0	351.0	577.0	1242.0	1407.0	775.0	1843.0	1421.0	656.0	503.0	904.0	1296.0	4077.0	266.0	92189.6	1317159.0	1658297.590527
sub-2_ses-34_T1w.long.sub-2_base	978.0	1332.0	1154.0	1038.0	541.0	1899.0	1293.0	848.0	487.0	266.0	1515.0	982.0	306.0	1025.0	3050.0	5176.0	481.0	554.0	1916.0	1094.0	1475.0	2339.0	767.0	2026.0	1983.0	1760.0	1975.0	1572.0	1589.0	2109.0	878.0	576.0	318.0	1401.0	539.0	662.0	1598.0	1936.0	184.0	254.0	794.0	1426.0	1226.0	2110.0	2004.0	714.0	360.0	1107.0	1222.0	792.0	418.0	2287.0	1102.0	1639.0	246.0	1951.0	1001.0	1223.0	351.0	718.0	1465.0	360.0	576.0	1231.0	1404.0	769.0	1865.0	1431.0	652.0	506.0	913.0	1279.0	4062.0	273.0	91352.0	1299097.0	1658297.590527
sub-2_ses-35_T1w.long.sub-2_base	984.0	1335.0	1126.0	1052.0	549.0	1892.0	1300.0	865.0	480.0	243.0	1527.0	983.0	327.0	1063.0	3064.0	5224.0	526.0	592.0	1931.0	1111.0	1444.0	2351.0	718.0	2056.0	2021.0	1796.0	2014.0	1595.0	1626.0	2144.0	873.0	620.0	320.0	1471.0	500.0	657.0	1607.0	1943.0	185.0	248.0	793.0	1462.0	1242.0	2083.0	1967.0	719.0	370.0	1118.0	1211.0	802.0	416.0	2329.0	1098.0	1641.0	231.0	1957.0	997.0	1240.0	357.0	736.0	1455.0	349.0	575.0	1252.0	1401.0	796.0	1865.0	1431.0	669.0	517.0	912.0	1309.0	4097.0	276.0	92039.7	1303836.0	1658297.590527
sub-2_ses-36_T1w.long.sub-2_base	1005.0	1329.0	1162.0	1046.0	543.0	1923.0	1331.0	864.0	474.0	258.0	1538.0	989.0	310.0	1059.0	3119.0	5214.0	490.0	562.0	1878.0	1075.0	1460.0	2318.0	716.0	1998.0	1987.0	1816.0	2041.0	1656.0	1679.0	2109.0	930.0	672.0	305.0	1427.0	492.0	645.0	1521.0	1859.0	183.0	248.0	778.0	1566.0	1212.0	2068.0	1927.0	740.0	360.0	1094.0	1199.0	788.0	412.0	2311.0	1095.0	1632.0	228.0	1921.0	1006.0	1239.0	359.0	726.0	1443.0	351.0	525.0	1182.0	1393.0	795.0	1815.0	1405.0	634.0	503.0	913.0	1328.0	4071.0	270.0	91521.9	1323633.0	1658297.590527
sub-2_ses-37_T1w.long.sub-2_base	1002.0	1323.0	1159.0	1042.0	533.0	1908.0	1271.0	796.0	478.0	255.0	1478.0	1006.0	319.0	1031.0	3129.0	5178.0	449.0	544.0	1891.0	1063.0	1468.0	2260.0	700.0	1984.0	1979.0	1735.0	1961.0	1579.0	1602.0	2109.0	925.0	576.0	301.0	1396.0	477.0	643.0	1475.0	1888.0	221.0	237.0	789.0	1618.0	1168.0	2040.0	1980.0	704.0	373.0	1111.0	1188.0	774.0	411.0	2297.0	1087.0	1632.0	247.0	1936.0	1002.0	1248.0	351.0	715.0	1451.0	352.0	522.0	1195.0	1395.0	673.0	1821.0	1424.0	641.0	516.0	891.0	1297.0	4072.0	279.0	90580.0	1321000.0	1658297.590527
sub-2_ses-38_T1w.long.sub-2_base	983.0	1344.0	1197.0	1052.0	518.0	1916.0	1294.0	853.0	474.0	262.0	1532.0	1000.0	327.0	1065.0	3091.0	5246.0	475.0	539.0	1866.0	1065.0	1467.0	2330.0	719.0	1919.0	1972.0	1806.0	1995.0	1624.0	1599.0	2134.0	878.0	553.0	320.0	1460.0	504.0	646.0	1537.0	1927.0	186.0	254.0	779.0	1603.0	1150.0	2057.0	1947.0	710.0	366.0	1083.0	1181.0	766.0	415.0	2275.0	1090.0	1625.0	238.0	1946.0	993.0	1243.0	350.0	722.0	1462.0	348.0	537.0	1211.0	1401.0	757.0	1832.0	1394.0	648.0	503.0	917.0	1293.0	4040.0	272.0	91084.2	1326947.0	1658297.590527
sub-2_ses-39_T1w.long.sub-2_base	1005.0	1343.0	1162.0	1043.0	543.0	1879.0	1293.0	841.0	470.0	254.0	1468.0	1006.0	306.0	1041.0	3015.0	5147.0	473.0	544.0	1889.0	1062.0	1446.0	2202.0	711.0	1976.0	1987.0	1748.0	1959.0	1574.0	1522.0	2104.0	911.0	573.0	311.0	1378.0	486.0	641.0	1500.0	1879.0	181.0	241.0	809.0	1537.0	1235.0	2070.0	1986.0	707.0	365.0	1096.0	1206.0	771.0	411.0	2302.0	1102.0	1609.0	246.0	1927.0	1009.0	1253.0	361.0	703.0	1462.0	358.0	511.0	1167.0	1393.0	769.0	1835.0	1441.0	649.0	508.0	885.0	1282.0	4097.0	277.0	90452.8	1320308.0	1658297.590527
sub-2_ses-40_T1w.long.sub-2_base	976.0	1337.0	1154.0	1059.0	521.0	1875.0	1269.0	809.0	472.0	249.0	1544.0	983.0	311.0	1028.0	2958.0	5200.0	501.0	551.0	1834.0	1087.0	1436.0	2332.0	734.0	1934.0	1923.0	1750.0	1996.0	1589.0	1608.0	2112.0	865.0	569.0	308.0	1441.0	499.0	643.0	1521.0	1909.0	192.0	242.0	795.0	1511.0	1245.0	2088.0	1956.0	718.0	358.0	1100.0	1190.0	784.0	414.0	2262.0	1095.0	1627.0	237.0	1935.0	991.0	1242.0	355.0	713.0	1449.0	354.0	526.0	1159.0	1398.0	638.0	1811.0	1420.0	640.0	514.0	906.0	1284.0	4035.0	266.0	90338.5	1308764.0	1658297.590527
